totalPkt,totalSize,DNSpkt,httpPkt,TCPPkt,UDPPkt,inPkt,inByte,outPKT,outByte,ratioInOut,medianIn,medianOut,avgIn,avgOut,avgTotal,maxOutSize,maxInSize,rationNumInOut,minTimeOut,minTimeIn,avgNumpktFlowTCPIn,avgNumpktFlowUDPIn,avgSizepktFlowTCPIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgNumpktFlowUDPOut,avgSizepktFlowTCPOut,avgSizepktFlowUDPOut,result
3257,1243619,0,0,7523,3251,3256,1243490,3244,1242722,1,129,129,381.91,383.08,0,1084,1084,1,0.08,0.08,1.2,0,123.4,0,0.4,0,210.4,0,1
4030,2216101,0,0,7523,4030,4029,2215775,4017,2215007,1,177,177,549.96,551.41,0,1084,1084,1,0,0,1.2,0,123.4,0,0.4,0,210.4,0,1
7356,6218968,0,0,7523,7348,7355,6218895,7339,6217871,1,1084,1084,845.53,847.24,0,1084,1084,1,0,0,1.2,0,123.4,0,0.4,0,210.4,0,1
1293,555618,0,0,7523,1277,1292,555487,1276,554463,1,137,137,429.94,434.53,0,1084,1084,1.01,0.2,0.2,1.2,0,123.4,0,0.4,0,210.4,0,1
19491,18611488,0,0,7523,19488,19490,18611342,19468,18608944,1,1084,1084,954.92,955.87,0,1084,1084,1,0,0,1.2,0,123.4,0,0.4,0,210.4,0,1
7515,6792837,0,0,7523,7502,7514,6792752,7498,6791108,1,1084,1084,904.01,905.72,0,1084,1084,1,0,0,1.2,0,123.4,0,0.4,0,210.4,0,1
2182,1662033,0,0,7523,2178,2181,1660949,2169,1660181,1,1084,1084,761.55,765.41,0,1084,1084,1.01,0,0,1.2,0,123.4,0,0.4,0,210.4,0,1
3447,2878044,0,0,7523,3445,3446,2877913,3434,2877145,1,1084,1084,835.15,837.84,0,1084,1084,1,0.16,0.16,1.2,0,123.4,0,0.4,0,210.4,0,1
1300,483515,29,20,1271,29,1069,129387,850,457481,3.54,48,56,121.04,538.21,0,2960,4420,1.26,0,0,1.12,0.03,115.89,0.03,0.77,0.03,319.98,0.03,1
794,227931,3,8,786,37,643,44208,501,208901,4.73,48,56,68.75,416.97,0,889,4136,1.28,0.14,0.14,1.04,0.13,81.71,0.13,0.68,0.13,217.39,0.13,1
535,149609,18,4,487,85,467,37689,388,140509,3.73,48,56,80.7,362.14,0,889,5880,1.2,0,0,1.14,0.02,110.56,0.02,0.86,0.02,247.84,0.02,1
383,52750,0,0,836,32,382,52682,366,51574,0.98,56,56,137.91,140.91,0.01,2960,2960,1.04,0,0,1.55,0.03,192.37,0.03,1.5,0.03,189.92,0.03,1
440,38406,18,2,1236,38,409,35420,359,33852,0.96,56,56,86.6,94.3,0.01,889,889,1.14,0,0,1.28,0.03,130.96,0.03,1.09,0.03,119.4,0.03,1
3035,1693177,66,82,4174,97,2224,147568,1246,1587383,10.76,40,1408,66.35,1273.98,0,1126,8800,1.78,0,0,1.02,0.01,69.55,0.01,0.36,0.01,357.44,0.01,1
2647,1122109,59,74,2558,186,2078,178749,1196,1020916,5.71,40,86,86.02,853.61,0,4420,9479,1.74,0.2,0.2,1.18,0.01,102.6,0.01,0.46,0.01,306.13,0.01,1
1644,599032,42,110,1571,258,1240,120409,707,504712,4.19,40,77,97.1,713.88,0,1141,10260,1.75,0.09,0.09,1.14,0.01,126.52,0.01,0.44,0.01,316.27,0.01,1
1207,348412,267,2,906,556,972,69427,660,318518,4.59,51.5,79,71.43,482.6,0,1112,8356,1.47,0,0,1.08,0,85.34,0,0.65,0,263.68,0,1
654,56913,153,6,471,739,583,38365,345,39637,1.03,48,56,65.81,114.89,0.01,889,3365,1.69,0,0,1.08,0.01,83.52,0.01,0.63,0.01,58.46,0.01,1
1181,198320,125,44,1026,894,1027,95846,686,152784,1.59,49,58,93.33,222.72,0.01,1209,3542,1.5,0,0,1.12,0.01,123.74,0.45,0.68,0.01,165.36,0.45,1
62,9770,18,0,42,914,51,3043,39,7166,2.35,56,68,59.67,183.74,0.01,97,1500,1.31,0,0,1.63,0.05,94.94,0.05,1.25,0.05,79.44,0.05,1
165,24704,75,2,129,78,130,8301,80,19043,2.29,56,74.5,63.85,238.04,0.01,448,2960,1.63,0.15,0.15,1.15,0.01,81.87,0.01,0.72,0.01,191,0.01,1
63,3825,6,0,183,9,56,2843,36,2326,0.82,48,48,50.77,64.61,0.02,93,316,1.56,0.24,0.24,1.12,0.13,55.31,0.13,0.62,0.13,31,0.13,1
74,17501,15,2,237,20,58,4134,21,13506,3.27,48,68,71.28,643.14,0,692,6940,2.76,0.63,0.35,1.36,0.05,116.05,0.05,0.23,0.05,167.86,0.05,1
114,18361,47,6,303,48,86,7036,39,11632,1.65,48,48,81.81,298.26,0.01,676,6139,2.21,0.06,0.05,1.06,0.02,138.23,0.02,0.26,0.02,218.94,0.02,1
33,3292,19,0,312,24,24,1384,12,1951,1.41,59,160.5,57.67,162.58,0.01,71,301,2,0.04,0.65,1,0.04,37,0.04,0.2,0.04,0.2,0.04,1
1485,555435,244,44,1522,275,1127,80892,490,480858,5.94,48,214,71.78,981.34,0,1388,8320,2.3,0.32,0.12,1.17,0.01,104.63,0.23,0.26,0,323.83,0,1
1172,333377,361,26,779,664,902,64478,619,289541,4.49,48,63,71.48,467.76,0,1500,8320,1.46,0.05,0.05,1.09,0,101.29,0,0.21,0,220.14,0,1
262,42877,117,6,916,125,206,15249,94,29493,1.93,48,68,74.02,313.76,0.01,1052,8680,2.19,0.21,0,1.11,0.01,117.55,0.01,0.23,0.01,112.42,0.01,1
1179,301159,388,32,1676,419,958,189291,552,256304,1.35,48,68,197.59,464.32,0,4420,8800,1.74,0.87,0.67,1.03,0,264.48,0,0.49,0,296.42,0,1
1240,247055,419,32,788,871,984,114242,506,192335,1.68,48,68,116.1,380.11,0.01,1500,7340,1.94,0.16,0,1.02,0,170.79,0,0.36,0,194.11,0,1
2017,1184267,297,18,1694,1194,1682,747798,1196,1134643,1.52,48,932,444.59,948.7,0,1500,7340,1.41,0.21,0.11,0.93,0.01,518.31,0.18,0.59,0,725.75,0,1
1488,664988,345,28,2806,376,1212,392238,737,608466,1.55,48,268,323.63,825.6,0,1500,5880,1.64,0,0,0.93,0,439.56,0,0.45,0,538.79,0,1
1066,669420,117,28,3745,127,824,372657,604,625634,1.68,48,1500,452.25,1035.82,0,1500,5880,1.36,0.09,0,1.12,0.01,597.2,0.01,0.76,0.01,1008.66,0.01,1
995,148342,356,28,4353,387,771,59451,370,97618,1.64,48,68,77.11,263.83,0.01,1500,4420,2.08,0,0,0.9,0,91.55,0,0.27,0,130.67,0,1
347,43922,131,4,192,542,266,16382,130,30302,1.85,48,68,61.59,233.09,0.01,609,2960,2.05,0.32,0,0.76,0.01,49.59,0.01,0.28,0.01,70.3,0.01,1
1026,497354,162,16,1045,173,769,102188,393,460310,4.5,40,539,132.88,1171.27,0,4420,7340,1.96,0,0,1.09,0.01,114.51,0.01,0.35,0.01,419.49,0.01,1
1166,322753,245,32,1947,262,886,85379,476,271338,3.18,48,68,96.36,570.04,0,2960,6595,1.86,0.17,0.09,1.05,0,94.75,0,0.36,0,243.13,0,1
1383,524958,198,66,3113,217,954,65209,534,464889,7.13,40,450,68.35,870.58,0,603,5880,1.79,0.02,0.02,1.03,0,85.93,0,0.43,0,484.67,0,1
1448,368768,331,73,1056,609,1069,78426,522,298302,3.8,48,133,73.36,571.46,0,999,5880,2.05,0.37,0,1.1,0.01,103.28,0.16,0.35,0,338.22,0,1
1141,163467,317,38,1804,393,909,60641,466,116021,1.91,48,60,66.71,248.97,0.01,647,5880,1.95,0,0,0.93,0.01,72.84,0.14,0.32,0,146.7,0,1
964,272538,251,36,2459,304,736,129674,360,150873,1.16,48,76,176.19,419.09,0,1500,5880,2.04,0.02,0.02,1.2,0,317.27,0,0.41,0,318.17,0,1
2072,615094,294,80,1704,672,1626,177911,870,522580,2.94,48,68,109.42,600.67,0,4420,8800,1.87,0.07,0,1.02,0.01,109.56,0.16,0.36,0,230.39,0,1
2434,915146,145,72,2233,873,1931,241164,1187,827362,3.43,40,48,124.89,697.02,0,5880,7340,1.63,0,0,0.95,0,109.44,0,0.42,0,251.06,0,1
1214,494014,40,96,3396,51,871,87264,419,410115,4.7,40,323,100.19,978.79,0,813,8320,2.08,0.04,0.01,1.05,0.02,126.75,0.02,0.28,0.02,298.73,0.02,1
3987,1591731,335,208,6951,431,2934,302609,1538,1390285,4.59,40,125,103.14,903.96,0,4420,10260,1.91,0.01,0,1.11,0,117.95,0,0.34,0,372.76,0,1
54,10219,15,0,30,454,42,2354,22,8533,3.62,55,72,56.05,387.86,0.01,76,1500,1.91,0.4,0,0.71,0.04,30.65,0.04,0.18,0.04,91.12,0.04,1
900,174582,159,44,724,202,700,65173,357,118709,1.82,48,58,93.1,332.52,0.01,1500,7439,1.96,0.28,0.42,1,0,136.17,0,0.27,0,115.89,0,1
1741,478405,219,88,2157,308,1313,93390,670,401621,4.3,48,68,71.13,599.43,0,1032,5880,1.96,0,0,0.96,0,82.85,0,0.24,0,216.9,0,1
546,337412,64,12,464,390,399,20836,176,318328,15.28,40,1500,52.22,1808.68,0,354,7340,2.27,0.31,0,1.49,0.01,74.55,0.01,0.38,0.01,860.88,0.01,1
1079,613141,100,82,1415,127,813,59486,332,557128,9.37,40,1500,73.17,1678.1,0,612,8800,2.45,0.04,0.03,1.14,0.02,81.65,0.43,0.22,0.01,460.58,0.01,1
107,39452,0,2,1519,3,68,5296,42,34310,6.48,40,1470,77.88,816.9,0,318,1470,1.62,0.01,0.01,1.02,0.5,74,0.5,0.47,0.5,520.67,0.5,1
2074,1071696,270,164,3264,329,1531,146408,669,932990,6.37,40,834,95.63,1394.6,0,1209,8800,2.29,0.54,0.36,1.09,0,110.91,0,0.23,0,372.69,0,1
5210,2473537,696,242,7681,793,3954,633949,2001,2179968,3.44,40,225,160.33,1089.44,0,5880,10260,1.98,0.11,0.26,1.08,0,157.46,0.09,0.34,0,375.92,0.09,1
6847,3785138,490,250,6268,1369,5112,709048,2565,3463488,4.88,40,1470,138.7,1350.29,0,4420,8800,1.99,0.01,0,1.16,0,159.74,0,0.36,0,540.02,0,1
2009,647190,310,72,7878,396,1584,132245,840,543547,4.11,48,68,83.49,647.08,0,1500,8800,1.89,0.01,0.01,0.97,0,87.55,0,0.32,0,209.21,0,1
5036,2078721,474,192,12296,617,3826,505091,2159,1792494,3.55,40,68,132.02,830.24,0,4420,10260,1.77,0.09,0.05,1.02,0,143.51,0,0.4,0,356.16,0,1
5579,2084888,573,298,17144,730,4093,615315,2094,1562676,2.54,40,118,150.33,746.26,0,4420,19021,1.95,0,0,1.1,0,195.68,0,0.35,0,373.52,0,1
4798,1797794,610,210,4048,1478,3496,295905,1876,1562046,5.28,40,147,84.64,832.65,0,4420,8167,1.86,0.01,0,1.02,0,99.25,0,0.35,0,386.79,0,1
8395,4380562,819,320,11440,999,6003,430315,2982,3984841,9.26,40,1470,71.68,1336.3,0,1500,11720,2.01,0.06,0.14,1.17,0,92.25,0,0.36,0,617.58,0,1
8840,4666349,870,276,7762,2076,6482,666424,3300,4230855,6.35,40,1206,102.81,1282.08,0,5032,13180,1.96,0,0,1.18,0,118.39,0,0.37,0,526.93,0,1
8953,4454645,834,282,7924,3105,6789,722954,3407,3985215,5.51,40,232,106.49,1169.71,0,4420,10260,1.99,0.03,0,1.2,0,122.92,0,0.37,0,459.95,0,1
10220,4190867,1238,348,8764,4557,7729,1335889,4271,3525703,2.64,40,180,172.84,825.5,0,4420,14640,1.81,0.04,0,1.12,0,253.59,0,0.43,0,426.61,0,1
13596,6981304,1167,462,12154,5997,10267,2136016,5850,6307316,2.95,40,1064,208.05,1078.17,0,4420,11720,1.76,0.05,0,1.19,0,290.08,0,0.49,0,586.47,0,1
14579,6825024,1229,958,13075,7497,10900,2100864,5757,5773573,2.75,40,466,192.74,1002.88,0,2960,8800,1.89,0.13,0.13,1.19,0,280.13,0,0.43,0,510.21,0,1
16135,8320872,1225,971,14605,9024,11802,1595792,5545,6882014,4.31,40,1277,135.21,1241.12,0,2960,14640,2.13,0,0,1.16,0,174.28,0,0.3,0,437.72,0,1
16788,8925575,1494,616,14969,10839,12123,1761263,5576,7213991,4.1,40,1412,145.28,1293.76,0,1500,10260,2.17,0,0,1.19,0,220.06,0,0.3,0,477.81,0,1
18263,9269653,1597,510,16352,12738,13471,1330157,6731,8388621,6.31,40,1085,98.74,1246.27,0,4420,11720,2,0.03,0,1.27,0,133.12,0,0.4,0,618.15,0,1
10872,3744282,1475,422,25414,1805,8384,1273045,4373,3028506,2.38,48,68,151.84,692.55,0,2557,10260,1.92,0,0,1.08,0,210.57,0,0.37,0,349.39,0,1
18575,10539554,1472,268,42187,1796,14371,3820954,8787,9790804,2.56,40,1470,265.88,1114.24,0,2960,10260,1.64,0,0,1.4,0,466.27,0.04,0.7,0,920.59,0,1
17292,9477973,1614,413,57558,1916,13746,4793805,8569,8142927,1.7,48,601,348.74,950.28,0,5880,13180,1.6,0,0,1.36,0,608.75,0.07,0.7,0,802.95,0,1
17393,8696342,1681,452,72946,1997,13784,4817996,8854,7552567,1.57,48,394,349.54,853.01,0,4420,14640,1.56,0.05,0.05,1.29,0,588.73,0.04,0.71,0,774.73,0,1
14689,7309069,1797,378,85468,4120,11486,3398668,6926,6567928,1.93,48,618,295.9,948.3,0,2960,10260,1.66,0.16,0,1.34,0,553.64,0.09,0.68,0,807.14,0,1
15912,7840870,1742,324,13739,6225,12112,2073088,6437,7217804,3.48,40,666,171.16,1121.3,0,1500,11720,1.88,0.04,0.05,1.33,0,295.43,0.03,0.51,0,722.99,0.03,1
13714,6109173,1906,364,25231,2218,10202,892955,5054,5523689,6.19,40,284,87.53,1092.93,0,1500,11720,2.02,0,0,1.1,0,108.66,0,0.34,0,488.09,0,1
23089,13898407,1949,462,45995,2322,16952,1586388,7894,12815036,8.08,40,1500,93.58,1623.39,0,2621,11720,2.15,0.04,0.04,1.4,0,138.12,0.07,0.41,0,776.6,0,1
31,2708,18,0,46006,20,23,1250,13,1728,1.38,53,68,54.35,132.92,0.01,68,391,1.77,0,0,1,0.05,40.17,0.05,0.5,0.05,16.17,0.05,1
13622,5623608,2038,430,57270,2352,10721,2522967,5941,4871484,1.93,48,210,235.33,819.98,0,4420,11720,1.8,0.08,0.04,1.21,0,391.18,0.11,0.52,0,555.07,0,1
11851,3985464,2151,416,9389,4812,9285,1946847,5136,3329172,1.71,48,136,209.68,648.2,0,2960,8800,1.81,0,0,1.08,0,329.95,0.02,0.45,0,430.96,0,1
16118,8810592,2304,238,13482,7444,12552,3311263,7267,8100278,2.45,48,932,263.8,1114.67,0,2960,10260,1.73,0,0,1.49,0,518.56,0,0.72,0,955.81,0,1
13622,6175633,2130,298,11115,9942,9923,1109461,4977,5499391,4.96,40,452,111.81,1104.96,0,1500,10260,1.99,0.01,0,1.24,0,171.78,0.07,0.44,0,684.81,0.03,1
20226,11618213,2458,407,28529,2812,14646,847205,6451,10824057,12.78,40,1500,57.85,1677.89,0,1500,16100,2.27,0,0,1.32,0,78.45,0.02,0.33,0,727.15,0,1
13489,3905695,2140,534,11033,5264,10595,1477544,5755,3121031,2.11,48,66,139.46,542.32,0,1500,10260,1.84,0.03,0,1.02,0,186.15,0.02,0.37,0,295.33,0,1
23295,12964888,2066,624,20897,7653,17618,2743603,9345,11883246,4.33,40,1053,155.73,1271.62,0,3431,10260,1.89,0.01,0,1.3,0,233.89,0,0.48,0,708.45,0,1
28309,17760450,2157,528,25799,10157,21413,4670357,12209,16434386,3.52,40,1500,218.11,1346.09,0,3453,11720,1.75,0.11,0,1.34,0,344.7,0.13,0.58,0,842.79,0.03,1
20,6542,2,0,25817,2,16,5496,9,827,0.15,48,40,343.5,91.89,0,1500,479,1.78,0,0.01,1.11,1,414.56,1,0.44,1,14.56,1,1
22824,13629017,2135,288,46153,2482,18282,6982853,12318,12630239,1.81,48,1064,381.95,1025.35,0,3153,33380,1.48,0.03,0.03,1.51,0,754.07,0.03,0.91,0,1105.98,0,1
24585,14569139,2379,344,21867,5192,19105,6501291,12474,13472111,2.07,40,1470,340.29,1080.02,0,3357,8800,1.53,0.01,0,1.44,0,627.7,0.07,0.83,0,1037.68,0,1
16296,7743306,2389,434,13592,7895,12965,4891006,8575,6686370,1.37,48,325,377.25,779.75,0,7340,8800,1.51,0.05,0.05,1.31,0,684.1,0.03,0.79,0,828.61,0,1
10522,3706980,2289,256,21515,2595,8460,2130355,5089,3287866,1.54,48,145,251.82,646.07,0,2960,10260,1.66,0.05,0.02,1.15,0,467.47,0.02,0.6,0,575.15,0,1
23766,13236265,2207,428,21206,5152,18499,3947712,10656,12170897,3.08,40,628,213.4,1142.16,0,3069,11640,1.74,0.03,0,1.35,0,345.47,0.02,0.59,0,788.92,0,1
26470,15664371,2029,452,24099,7519,20713,5937999,13137,14319607,2.41,40,932,286.68,1090.02,0,3421,11720,1.58,0.01,0,1.34,0,471.73,0,0.71,0,892.44,0,1
25833,16020997,2150,280,23341,10008,20754,8414251,14539,14870653,1.77,48,1307,405.43,1022.81,0,5880,10260,1.43,0,0,1.45,0,736.24,0,0.91,0,1092.9,0,1
25226,15697666,2054,386,22843,12388,20014,7987482,13769,14579392,1.83,48,1500,399.09,1058.86,0,4420,8800,1.45,0,0,1.43,0,723.66,0.05,0.88,0,1106.57,0.03,1
18544,10965170,2117,130,16118,14810,15388,7440230,11395,10147292,1.36,48,932,483.51,890.5,0,3117,6486,1.35,0.08,0.05,1.49,0,953.25,0,1.07,0,1181.72,0,1
19515,12313142,1900,122,17279,17044,14890,4133658,9195,11566492,2.8,40,1500,277.61,1257.91,0,2960,11720,1.62,0.06,0,1.42,0,511.51,0,0.74,0,1035.55,0,1
101,8764,23,0,78,17067,83,4005,44,5924,1.48,48,48,48.25,134.64,0.01,67,1370,1.89,0.04,0,0.65,0.04,28.65,0.04,0.26,0.04,25.65,0.04,1
19342,9656853,2055,320,17034,2380,14143,1393470,7830,8871316,6.37,40,1385,98.53,1132.99,0,1500,10260,1.81,0.05,0.05,0.94,0,106.79,0.08,0.32,0,390.82,0,1
21740,10709346,2249,456,19114,4999,16812,3431027,9743,9638490,2.81,40,313,204.08,989.27,0,2589,11720,1.73,0,0,1.22,0,304.04,0,0.54,0,639.51,0,1
19898,11194218,2382,280,36292,2710,15849,5379104,10347,10321178,1.92,48,932,339.4,997.5,0,2960,11720,1.53,0.03,0.05,1.45,0,647.77,0.03,0.85,0,1036.68,0.03,1
14350,7089018,2103,124,11933,5123,11834,4800508,8257,6319878,1.32,48,301,405.65,765.4,0,2960,7340,1.43,0,0,1.33,0,759.87,0.02,0.89,0,907.82,0,1
19654,11734657,2173,90,29075,2509,15700,5896098,10700,10931213,1.85,48,1071.5,375.55,1021.61,0,2960,8800,1.47,0.02,0,1.49,0,724.59,0.03,0.92,0,1135.14,0,1
16207,8996535,2128,220,13740,4969,12691,3727504,7929,8331307,2.24,48,932,293.71,1050.74,0,5880,7340,1.6,0.05,0,1.36,0,530.93,0.02,0.73,0,911.42,0,1
13464,6081313,2240,338,10883,7543,10389,1545596,5362,5523139,3.57,45,240,148.77,1030.05,0,1500,11720,1.94,0.01,0,1.22,0,239.49,0.02,0.44,0,597.5,0,1
9471,1873523,1977,110,7179,9826,7912,1290751,4966,1412781,1.09,48,48,163.14,284.49,0.01,2573,4893,1.59,0.01,0.03,0.85,0,192.56,0.05,0.44,0,156.96,0,1
14601,6239986,2095,84,12189,12237,12198,4316130,8704,5547530,1.29,48,110.5,353.84,637.35,0,3261,8800,1.4,0.03,0,1.13,0,561.47,0.02,0.75,0,656.44,0,1
36059,25028625,2042,110,33646,14648,29139,13067058,21292,23549569,1.8,43,1500,448.44,1106.03,0,3245,10260,1.37,0,0,1.56,0,843.27,0,1.03,0,1314.25,0,1
25806,17041289,2159,194,23320,17130,20893,9611270,14975,15873587,1.65,48,1500,460.02,1060.01,0,3087,7340,1.4,0,0,1.62,0,922.28,0.03,1.07,0,1304.67,0.03,1
11590,3954067,3069,120,8207,3380,9403,2534987,5846,3447907,1.36,48,138.5,269.59,589.79,0,4420,5880,1.61,0,0,1.09,0,456.34,0.18,0.62,0,553.33,0.06,1
12798,5533877,2749,112,17951,3045,10412,3570029,6909,5040865,1.41,48,242,342.88,729.61,0,4420,9938,1.51,0.01,0,1.25,0,638.12,0.23,0.79,0,792,0.05,1
15139,7446908,2900,81,11917,6260,11766,3037885,6930,6609130,2.18,48,398.5,258.19,953.7,0,4420,10260,1.7,0,0,1.24,0,442.59,0.22,0.61,0,701.24,0.09,1
14088,6434296,2890,116,10855,9487,10966,2215877,6480,5898178,2.66,48,257,202.07,910.21,0,4420,8800,1.69,0.01,0,1.13,0,310.3,0.16,0.55,0,614.44,0.04,1
9588,2107741,2832,132,17294,3146,7907,1460288,4633,1657060,1.13,48,58,184.68,357.66,0,4420,7340,1.71,0,0,0.91,0,230.42,0.13,0.45,0,209.62,0.04,1
8470,1764116,2784,170,5383,6230,6883,1059453,3673,1332510,1.26,48,68,153.92,362.79,0,5880,7340,1.87,0.03,0.04,0.93,0,199.99,0.16,0.39,0,211.54,0.04,1
11659,4829287,2856,102,13871,3162,8926,1107486,4725,4354179,3.93,48,225,124.07,921.52,0,4420,8800,1.89,0,0,1.07,0,158.27,0.21,0.42,0,517.48,0.02,1
8073,1889549,2203,288,5548,2520,6368,949315,3156,1482887,1.56,48,68,149.08,469.86,0,4420,8800,2.02,0,0,0.97,0,216.87,0.02,0.32,0,246.63,0,1
12813,4255122,1918,152,16130,2221,10730,2659059,7100,3670613,1.38,48,56,247.82,516.99,0,3149,8800,1.51,0.02,0,1,0,344.79,0,0.56,0,387.76,0,1
25927,15252151,1775,106,23839,4304,21770,10601962,17022,14117822,1.33,48,880,487,829.39,0,3069,7308,1.28,0,0,1.32,0,831.2,0.03,0.97,0,1013.98,0,1
809,421614,81,6,24555,93,653,282722,513,392568,1.39,50,393,432.96,765.24,0,2349,4420,1.27,0,0,1.32,0.01,769.34,0.01,1,0.01,987.73,0.01,1
25031,16198519,1968,136,47286,2299,20296,8982554,14800,15225715,1.7,48,1500,442.58,1028.76,0,4420,10180,1.37,0,0,1.44,0,814.93,0.05,0.97,0,1177.12,0,1
28211,18387088,2226,287,72936,2555,22620,9837885,16105,17278754,1.76,48,1500,434.92,1072.88,0,4420,14640,1.4,0.14,0,1.58,0,873.83,0.05,1.03,0,1294.71,0.05,1
24787,15146713,2209,275,22270,5066,20244,9904702,15074,13899398,1.4,48,1092,489.27,922.08,0,4420,10260,1.34,0.01,0,1.49,0,942.19,0.03,1.04,0,1191.01,0,1
14810,7436490,2126,175,34642,2432,11936,4593259,8020,6516429,1.42,48,391,384.82,812.52,0,3614,11720,1.49,0.03,0.1,1.33,0,715.57,0.05,0.82,0,874.29,0.03,1
16052,7759048,2130,233,13618,4860,13006,4950408,8775,6499082,1.31,48,233,380.62,740.64,0,3614,7340,1.48,0,0,1.23,0,658.82,0.1,0.74,0,726.22,0,1
17077,8152175,2447,280,14291,7642,12924,2664529,7422,6498895,2.44,48,166,206.17,875.63,0,4420,8800,1.74,0,0,1.1,0,276.68,0.07,0.47,0,547.69,0,1
18895,9212483,2632,252,15932,10604,14730,3558281,8984,8312295,2.34,48,373,241.57,925.23,0,2960,7340,1.64,0.01,0.01,1.15,0,371.99,0.04,0.56,0,645.51,0,1
14167,6116559,2635,147,11208,13551,11479,4318385,7175,4265139,0.99,50,109,376.2,594.44,0,2960,8800,1.6,0,0,1.11,0,614.42,0.02,0.59,0,491.84,0,1
15194,7376564,2870,106,23223,3173,12424,4889775,8661,6705002,1.37,48,386,393.57,774.16,0,2960,5880,1.43,0.01,0.01,1.37,0,787.92,0,0.94,0,976.56,0,1
15400,7945190,2886,103,35430,3188,12650,5372455,8816,7127906,1.33,52,475,424.7,808.52,0,3405,6269,1.43,0.09,0,1.44,0,886.36,0.04,1,0,1060.68,0.02,1
11802,4519323,2773,156,8711,6271,9569,3014313,6037,3659861,1.21,48,147,315.01,606.24,0,3117,5880,1.59,0,0,1.13,0,556.42,0,0.64,0,582.91,0,1
10411,3407093,2802,92,16006,3105,8410,2244391,6098,2639383,1.18,48,67,266.87,432.83,0,4420,10260,1.38,0.01,0.01,1.07,0,460.47,0.04,0.55,0,428.69,0.04,1
9595,2994676,2706,92,22575,3020,7775,1802492,4597,2550475,1.41,48,138,231.83,554.81,0,2960,8320,1.69,0.01,0,1.11,0,430.29,0.02,0.59,0,501.01,0,1
12169,4472528,2943,120,8911,6277,9935,3076480,6235,3440282,1.12,48,102,309.66,551.77,0,4420,7340,1.59,0,0,1.12,0,539.3,0,0.64,0,516.35,0,1
17746,8820245,3216,152,14211,9807,13797,3602475,8738,8125977,2.26,48,337,261.11,929.96,0,4420,10260,1.58,0,0,1.24,0,435.94,0.04,0.68,0,803.39,0.04,1
15958,8095000,2983,192,26845,3319,12456,3254353,7524,7441057,2.29,48,453,261.27,988.98,0,3149,8800,1.66,0.03,0.03,1.33,0,489.39,0.05,0.7,0,929.46,0,1
18572,10329954,3193,180,15025,6853,13948,2771055,9869,9741128,3.52,40,235,198.67,987.04,0,2960,16100,1.41,0,0,1.21,0,333.29,0.02,0.54,0,778.49,0.02,1
15242,7342975,3045,226,26869,3387,11798,2613124,8691,6836093,2.62,48,77,221.49,786.57,0,4420,13180,1.36,0.02,0,1.29,0,391.59,0.05,0.61,0,792.3,0.05,1
17538,9367678,2994,262,41081,3316,13813,4100159,9602,8704526,2.12,48,258.5,296.83,906.53,0,4420,10260,1.44,0.05,0,1.37,0,563.26,0.02,0.71,0,918.05,0.02,1
13256,6128620,2924,142,51086,3248,10247,2048493,5713,5600267,2.73,48,284,199.91,980.27,0,4420,10260,1.79,0.05,0.05,1.24,0,337.38,0.04,0.56,0,745.29,0,1
17740,10144829,2880,208,14497,6486,13149,2155401,7083,9447617,4.38,40,1500,163.92,1333.84,0,2960,8800,1.86,0.01,0.01,1.32,0,281.11,0.02,0.55,0,886.6,0,1
18452,10225191,2703,254,29885,3043,13843,2028717,7564,9588029,4.73,40,1420,146.55,1267.59,0,4420,10260,1.83,0.07,0.02,1.33,0,233.31,0.1,0.56,0,903.49,0.02,1
2,80,0,0,2,3043,1,40,1,40,1,40,40,40,40,0.03,40,40,1,0,0,1,0,1,0.1,1,0,1,0.02,1
12659,4500326,2833,318,9500,3154,10236,2457993,6074,3909380,1.59,48,117,240.13,643.63,0,5880,10260,1.69,0.05,0.04,1.09,0,361.71,0.04,0.55,0,484.56,0,1
16768,8406045,3030,304,13392,6507,13148,3239331,8133,7669161,2.37,48,267,246.37,942.97,0,2960,17560,1.62,0.02,0,1.36,0,465.71,0.11,0.67,0,848.44,0.06,1
10888,3963700,2969,94,20863,3326,8898,2627110,7569,3625334,1.38,50,67,295.25,478.97,0,4420,5880,1.18,0,0,1.2,0,577.98,0.03,0.73,0,693.12,0.03,1
17242,9669379,3006,143,34737,3358,12930,2240514,6989,9063110,4.05,40,1500,173.28,1296.77,0,4420,8720,1.85,0.05,0,1.31,0,293.91,0.03,0.54,0,846.63,0,1
12869,5333092,3098,154,44173,3427,9810,1354230,5250,4818787,3.56,48,203.5,138.05,917.86,0,5880,8800,1.87,0.04,0.04,1.1,0,185.32,0.04,0.44,0,564.15,0,1
13209,5841431,2924,220,54138,3240,10109,1572082,5422,5330861,3.39,48,257,155.51,983.19,0,1500,17560,1.86,0.03,0,1.2,0,266.32,0.03,0.5,0,684.36,0,1
15723,8112077,2959,186,66559,3298,11629,1145379,5917,7545049,6.59,40,540,98.49,1275.15,0,1500,13180,1.97,0,0,1.33,0,153.51,0.04,0.49,0,847.21,0,1
