totalPkt,totalSize,DNSpkt,httpPkt,TCPPkt,UDPPkt,inPkt,inByte,outPKT,outByte,ratioInOut,medianIn,medianOut,avgIn,avgOut,avgTotal,maxOutSize,maxInSize,rationNumInOut,minTimeOut,minTimeIn,avgNumpktFlowTCPIn,avgNumpktFlowUDPIn,avgSizepktFlowTCPIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgNumpktFlowUDPOut,avgSizepktFlowTCPOut,avgSizepktFlowUDPOut,result
24,2078,0,1,24,106,18,1487,6,591,0.4,52,60,82.61,98.5,0.01,401,348,3,1.32,1,0.35,0.5,35.88,0.5,0.12,0.5,20.47,0.5,1
16,1902,2,1,14,108,11,976,5,926,0.95,56,60,88.73,185.2,0.01,401,415,2.2,43.59,0,0.63,0.5,70.75,0.5,0.25,0.5,43.5,0.5,1
2,692,0,0,14,2,2,692,2,692,1,56,60,346,346,0,401,415,1,0.01,0.01,0.63,0.5,70.75,0.5,0.25,0.5,43.5,0.5,1
12,1655,2,1,24,2,7,729,5,926,1.27,56,60,104.14,185.2,0.01,401,415,1.4,0.07,0.07,0.43,1,64.86,1,0.29,1,49.71,1,1
51,14941,4,0,71,4,38,8095,13,6846,0.85,52,359,213.03,526.62,0,1181,1420,2.92,0.08,0.09,1.44,0.33,408.61,0.33,0.28,0.33,114.5,0.33,1
2,692,0,0,71,2,2,692,2,692,1,52,359,346,346,0,1181,1420,1,0.01,0.01,1.44,0.33,408.61,0.33,0.28,0.33,114.5,0.33,1
21,2166,2,1,19,4,14,1136,7,1030,0.91,52,52,81.14,147.14,0.01,401,415,2,2.2,2.23,0.42,0.5,46.5,0.5,0.25,0.5,33.33,0.5,1
10,966,0,1,10,4,8,866,2,100,0.12,52,52,108.25,50,0.01,401,415,4,0.02,0.3,0.67,0.5,84.33,0.5,0.17,0.5,0.17,0.5,1
774,443972,12,2,686,88,400,124794,374,319178,2.56,52,1378,311.99,853.42,0,1420,1420,1.07,2.98,0,0.35,0.01,208.48,0.01,0.35,0.01,356.22,0.01,1
118,17627,2,8,116,90,78,11627,40,6000,0.52,52,52,149.06,150,0.01,1347,666,1.95,8.56,8.28,0.45,0.5,67.2,0.5,0.11,0.5,26.03,0.5,1
78,9591,0,4,78,90,56,6530,22,3061,0.47,52,52,116.61,139.14,0.01,1347,666,2.55,0.1,0.1,0.14,0.5,31.98,0.5,0.09,0.5,24.47,0.5,1
59,11166,2,8,57,92,37,7108,22,4058,0.57,40,52,192.11,184.45,0.01,880,408,1.68,17.51,6.72,0.08,0.5,24.65,0.5,0.13,0.5,38.85,0.5,1
121,15834,2,6,119,94,83,11788,38,4046,0.34,52,52,142.02,106.47,0.01,1420,531,2.18,0,0.04,0.35,0.5,86.27,0.5,0.06,0.5,14.49,0.5,1
99,13844,4,5,95,98,70,9989,29,3855,0.39,52,40,142.7,132.93,0.01,1157,539,2.41,0.05,0.04,0.24,0.25,32.93,0.25,0.05,0.25,15.64,0.25,1
64,8196,0,5,64,98,38,5332,26,2864,0.54,52,40,140.32,110.15,0.01,1157,539,1.46,0.34,0,0.14,0.25,42.49,0.25,0.14,0.25,32.14,0.25,1
46,7074,2,4,106,4,28,4574,20,3192,0.7,40,52,163.36,159.6,0.01,880,408,1.4,0.01,0.01,0.11,0.33,31.97,0.33,0.08,0.33,19.49,0.33,1
41,7098,0,5,41,4,25,4654,16,2444,0.53,40,52,186.16,152.75,0.01,880,408,1.56,0.38,0,0.08,0.33,17,0.33,0.08,0.33,21.19,0.33,1
68,9991,4,6,64,8,41,6311,27,3680,0.58,46,48,153.93,136.3,0.01,880,408,1.52,0.31,0,0.2,0.25,45.74,0.25,0.1,0.25,30.46,0.25,1
62,11965,0,10,62,8,40,9303,22,2662,0.29,46,48,232.57,121,0.01,880,408,1.82,6.65,0,0.16,0.25,59.51,0.25,0.08,0.25,21.86,0.25,1
69,10666,2,7,67,10,40,6693,29,3973,0.59,40,48,167.32,137,0.01,880,408,1.38,12.6,0,0.11,0.5,22.55,0.5,0.11,0.5,33.18,0.5,1
31,5444,0,4,31,10,18,3502,13,1942,0.55,40,48,194.56,149.38,0.01,880,408,1.38,19.89,0.04,0.21,0.5,50.96,0.5,0.13,0.5,31.46,0.5,1
45,8215,2,6,43,12,27,5313,18,2902,0.55,40,52,196.78,161.22,0.01,880,408,1.5,23.15,0.04,0.24,0.5,66.15,0.5,0.09,0.5,22.94,0.5,1
30,4053,2,2,69,4,18,2782,14,1963,0.71,40,40,154.56,140.21,0.01,880,402,1.29,0.01,0.01,0.13,0.33,25.5,0.33,0.04,0.33,0.04,0.33,1
77,10674,0,7,77,4,46,7262,31,3412,0.47,40,40,157.87,110.06,0.01,880,402,1.48,1.01,0,0.11,0.33,20.05,0.33,0.09,0.33,24.14,0.33,1
45,6460,2,4,43,6,26,3882,19,2578,0.66,40,40,149.31,135.68,0.01,880,408,1.37,0.37,0,0.08,0.5,30.89,0.5,0.11,0.5,21.59,0.5,1
62,9182,0,6,62,6,36,5982,26,3200,0.53,40,40,166.17,123.08,0.01,880,408,1.38,0.32,0,0.17,0.5,62.98,0.5,0.15,0.5,33.6,0.5,1
46,6570,4,4,42,10,26,3900,20,2670,0.68,40,52,150,133.5,0.01,880,408,1.3,0.35,0,0.11,0.25,33.8,0.25,0.11,0.25,12.17,0.25,1
61,10032,2,4,59,12,35,6085,26,3947,0.65,52,52,173.86,151.81,0.01,1198,574,1.35,0.37,0,0.12,0.5,37.86,0.5,0.1,0.5,28.16,0.5,1
59,8824,2,5,55,16,35,5714,26,3802,0.67,40,48,163.26,146.23,0.01,880,408,1.35,0.32,0,0.09,0.25,13.87,0.25,0.11,0.25,24.83,0.25,1
34,5604,0,4,34,16,20,3602,14,2002,0.56,40,48,180.1,143,0.01,880,408,1.43,0.38,0,0.1,0.25,38.1,0.25,0.07,0.25,12.73,0.25,1
54,8012,2,5,52,18,31,4942,23,3070,0.62,40,40,159.42,133.48,0.01,880,408,1.35,0.3,0,0.14,0.5,50.07,0.5,0.12,0.5,36.4,0.5,1
135,117773,2,4,133,20,119,115226,16,2547,0.02,1420,52,968.29,159.19,0,1420,531,7.44,0.37,0,2.97,0.5,3410,0.5,0.09,0.5,21.97,0.5,1
75,12374,2,7,73,22,49,8852,26,3522,0.4,52,48,180.65,135.46,0.01,1081,408,1.88,1.05,0,0.31,0.5,93.53,0.5,0.14,0.5,38.14,0.5,1
34,5648,0,4,34,22,19,3601,15,2047,0.57,52,48,189.53,136.47,0.01,1081,408,1.27,0.33,0,0.14,0.5,43.93,0.5,0.11,0.5,25.89,0.5,1
52,7924,2,5,50,24,30,4902,22,3022,0.62,40,48,163.4,137.36,0.01,880,408,1.36,0.32,0,0.12,0.5,50.32,0.5,0.12,0.5,37.1,0.5,1
853,440606,16,5,763,90,437,117101,416,323505,2.76,52,762,267.97,777.66,0,1420,1420,1.05,0.01,0,0.22,0.01,136.63,0.01,0.22,0.01,187.46,0.01,1
517,328090,2,1,515,92,283,148408,234,179682,1.21,52,699,524.41,767.87,0,1420,1420,1.21,4.59,0.04,0.31,0.5,329.55,0.5,0.21,0.5,135.09,0.5,1
10,1773,0,0,10,92,5,789,5,984,1.25,52,699,157.8,196.8,0.01,1420,1420,1,0.07,0.07,0.13,0.5,0.13,0.5,0.25,0.5,72.13,0.5,1
14,1979,0,0,14,92,7,892,7,1087,1.22,52,699,127.43,155.29,0.01,1420,1420,1,0.07,0.07,0.08,0.5,0.08,0.5,0.17,0.5,48.08,0.5,1
36,1984,0,0,36,92,26,1500,10,484,0.32,52,699,57.69,48.4,0.02,1420,1420,2.6,5.73,0.04,0.59,0.5,28.95,0.5,0.09,0.5,2.41,0.5,1
70,10282,4,0,66,96,51,7615,19,2667,0.35,60,52,149.31,140.37,0.01,1327,576,2.68,0,0,0.97,0.25,180.41,0.25,0.13,0.25,20.91,0.25,1
16,1484,0,0,14,98,12,1324,6,852,0.64,52,192,110.33,142,0.01,348,348,2,0.02,0,0.56,0.5,23.22,0.5,0.11,0.5,0.11,0.5,1
7659,8216213,18,0,7593,164,1906,163843,5753,8052370,49.15,52,1420,85.96,1399.68,0,1420,1420,0.33,0.07,0.17,0.05,0.02,14.06,0.02,1.21,0.02,1699.26,0.02,1
8062,7808284,16,0,7968,258,2612,263470,5450,7544814,28.64,52,1420,100.87,1384.37,0,1420,1420,0.48,0.09,0.01,0.12,0.01,26.72,0.01,0.85,0.01,1191.39,0.01,1
885,329749,4,1,831,312,638,125080,247,204669,1.64,52,1378,196.05,828.62,0,1420,1420,2.58,0.1,0.14,0.91,0.02,194.61,0.02,0.13,0.02,65.55,0.02,1
43556,45069210,4,0,44348,39,12129,775261,31427,44293949,57.13,52,1420,63.92,1409.42,0,1420,1420,0.39,0.08,0.08,0.06,0.03,4.58,0.03,0.77,0.03,1085.12,0.03,1
3201,2355585,0,0,3201,39,1620,142997,1581,2212588,15.47,52,1420,88.27,1399.49,0,1420,1420,1.02,0.57,0.23,0.12,0.03,22.66,0.03,0.11,0.03,152.52,0.03,1
8,1046,0,0,6,41,5,890,5,848,0.95,94,346,178,169.6,0.01,348,348,1,30.72,0.04,0.2,0.5,0.2,0.5,0.2,0.5,0.2,0.5,1
1482,1160272,4,0,1478,45,675,41256,807,1119016,27.12,64,1420,61.12,1386.64,0,685,1420,0.84,0.1,0,0.12,0.25,7.61,0.25,0.25,0.25,346.35,0.25,1
22,1373,0,0,22,45,15,970,7,403,0.42,64,1420,64.67,57.57,0.02,685,1420,2.14,0,0,0.75,0.25,38.33,0.25,0.17,0.25,4.42,0.25,1
40,4309,2,1,38,47,25,2585,15,1724,0.67,64,52,103.4,114.93,0.01,686,537,1.67,1.71,0,0.26,0.5,31.89,0.5,0.19,0.5,17.26,0.5,1
1186,882622,2,0,1184,49,563,38562,623,844060,21.89,64,1420,68.49,1354.83,0,1420,1420,0.9,0.1,0,0.06,0.5,5.85,0.5,0.13,0.5,171.03,0.5,1
3,1274,0,0,3,49,2,737,1,537,0.73,64,1420,368.5,537,0,1420,1420,2,0.11,0.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
11,1788,0,0,11,49,6,992,5,796,0.8,64,1420,165.33,159.2,0.01,1420,1420,1.2,0,0,0.43,0.5,19.43,0.5,0.29,0.5,7.57,0.5,1
19,1764,0,0,17,51,11,1246,10,1210,0.97,64,52,113.27,121,0.01,348,348,1.1,0.43,0.04,0.33,0.5,15.67,0.5,0.17,0.5,4.42,0.5,1
6,307,0,0,6,51,4,227,2,80,0.35,64,52,56.75,40,0.02,348,348,2,0.07,0,0.5,0.5,13.25,0.5,0.25,0.5,0.25,0.5,1
4,239,0,0,4,51,3,187,1,52,0,64,52,56.75,40,0.02,348,348,0,0.07,0.04,0.5,0.5,13.25,0.5,0.25,0.5,0.25,0.5,1
1,40,0,0,1,51,0,0,1,40,0,64,52,56.75,40,0.02,348,348,0,0.07,0.04,0.5,0.5,13.25,0.5,0.25,0.5,0.25,0.5,1
949,537889,19,0,845,104,484,131178,465,406711,3.1,52,1378,271.03,874.65,0,1420,1420,1.04,0.11,0,0.26,0.01,151.01,0.01,0.27,0.01,256.42,0.01,1
206,155684,3,0,199,111,139,91047,67,64637,0.71,249,1420,655.01,964.73,0,1420,1420,2.07,0.1,0.14,1.17,0.14,1085.94,0.14,0.43,0.14,439.74,0.14,1
2,609,0,0,199,2,2,609,0,0,0,249,1420,655.01,964.73,0,1420,1420,0,0.1,3.07,1.17,0.14,1085.94,0.14,0.43,0.14,439.74,0.14,1
31,2672,0,0,27,6,21,2164,10,508,0.23,52,52,103.05,50.8,0.01,305,52,2.1,26.83,0.04,0.13,0.25,4.38,0.25,0.04,0.25,0.04,0.25,1
94,15372,4,0,84,16,80,13743,14,1629,0.12,52,46,171.79,116.36,0.01,1420,523,5.71,26.69,0.43,1.56,0.1,286.88,0.1,0.09,0.1,3.28,0.1,1
9,1054,0,0,91,2,8,1014,1,40,0.04,83,40,126.75,40,0.01,305,40,8,35.99,3.07,0.6,1,21,1,0.2,1,0.2,1,1
13,3136,2,0,93,11,13,3136,2,692,0.22,304,40,241.23,346,0,348,348,6.5,24.95,2.97,2,0.1,53,0.1,1,0.1,1,0.1,1
8,1474,1,0,96,5,8,1474,0,0,0,304,40,241.23,346,0,348,348,0,24.95,16.71,2,0.1,53,0.1,1,0.1,1,0.1,1
18,1803,6,0,10,13,18,1803,0,0,0,304,40,241.23,346,0,348,348,0,24.95,1.25,2,0.1,53,0.1,1,0.1,1,0.1,1
33,8728,6,0,19,27,32,8190,1,538,0.07,89,538,255.94,538,0,1420,538,32,21.47,0,8.5,0.07,2570.5,0.07,0.5,0.07,0.5,0.07,1
6,1628,1,0,19,6,6,1628,0,0,0,89,538,255.94,538,0,1420,538,0,21.47,2.87,8.5,0.07,2570.5,0.07,0.5,0.07,0.5,0.07,1
4,1218,0,0,19,4,4,1218,0,0,0,89,538,255.94,538,0,1420,538,0,21.47,11.98,8.5,0.07,2570.5,0.07,0.5,0.07,0.5,0.07,1
7,1531,2,0,20,6,7,1531,2,692,0.45,89,538,218.71,346,0,1420,538,3.5,27.88,27.88,8.5,0.07,2570.5,0.07,0.5,0.07,0.5,0.07,1
5,580,1,0,23,2,5,580,0,0,0,89,538,218.71,346,0,1420,538,0,27.88,35.53,8.5,0.07,2570.5,0.07,0.5,0.07,0.5,0.07,1
3,914,0,0,23,3,3,914,0,0,0,89,538,218.71,346,0,1420,538,0,27.88,2.05,8.5,0.07,2570.5,0.07,0.5,0.07,0.5,0.07,1
2,609,0,0,23,2,2,609,0,0,0,89,538,218.71,346,0,1420,538,0,27.88,2.05,8.5,0.07,2570.5,0.07,0.5,0.07,0.5,0.07,1
5,1521,0,0,23,5,5,1521,0,0,0,89,538,218.71,346,0,1420,538,0,27.88,5.02,8.5,0.07,2570.5,0.07,0.5,0.07,0.5,0.07,1
29,6395,10,0,39,13,28,5868,1,527,0.09,89,527,209.57,527,0,1183,527,28,0.1,0.11,7.5,0.08,2012.5,0.08,0.5,0.08,0.5,0.08,1
16,2821,11,0,39,16,16,2821,2,692,0.25,89,527,176.31,346,0.01,1183,527,8,32.13,0.1,7.5,0.08,2012.5,0.08,0.5,0.08,0.5,0.08,1
5,877,3,0,39,5,5,877,0,0,0,89,527,176.31,346,0.01,1183,527,0,32.13,2.66,7.5,0.08,2012.5,0.08,0.5,0.08,0.5,0.08,1
22,3136,16,0,40,21,22,3136,0,0,0,89,527,176.31,346,0.01,1183,527,0,32.13,0.41,7.5,0.08,2012.5,0.08,0.5,0.08,0.5,0.08,1
140,37182,14,0,120,41,119,28411,21,8771,0.31,52,214,238.75,417.67,0,1420,1420,5.67,0.93,0.6,2.35,0.05,665.15,0.05,0.21,0.05,82.85,0.05,1
2,609,0,0,120,2,2,609,0,0,0,52,214,238.75,417.67,0,1420,1420,0,0.93,1.95,2.35,0.05,665.15,0.05,0.21,0.05,82.85,0.05,1
23,2954,15,0,124,19,21,2819,2,135,0.05,89,214,134.24,67.5,0.01,305,83,10.5,15.05,0.2,0.67,0.06,29.33,0.06,0.33,0.06,0.33,0.06,1
25,3294,11,0,134,15,22,2671,3,623,0.23,89,52,121.41,207.67,0.01,304,519,7.33,25.27,7.37,0.57,0.07,33.43,0.07,0.14,0.07,0.14,0.07,1
870,450110,16,0,779,91,483,128831,387,321279,2.49,52,1378,266.73,830.18,0,1420,1420,1.25,2.77,0,0.25,0.01,140.73,0.01,0.13,0.01,87.43,0.01,1
73,10082,2,0,71,93,53,6723,20,3359,0.5,52,60,126.85,167.95,0.01,1345,702,2.65,2.66,0.13,1.33,0.5,102.48,0.5,0.33,0.5,86.26,0.5,1
31,1674,0,0,31,93,19,1062,12,612,0.58,52,60,55.89,51,0.02,1345,702,1.58,25.19,0.04,0.11,0.5,3.75,0.5,0.04,0.5,0.04,0.5,1
86,13204,6,0,80,99,72,11224,14,1980,0.18,52,40,155.89,141.43,0.01,1420,515,5.14,24.9,0.43,1.72,0.17,330.07,0.17,0.07,0.17,1.41,0.17,1
83,65981,2,0,81,101,72,63670,11,2311,0.04,1420,86,884.31,210.09,0,1420,610,6.55,1.31,0.02,3.81,0.5,3795,0.5,0.31,0.5,86.25,0.5,1
6,919,0,0,4,103,5,879,3,732,0.83,346,344,175.8,244,0.01,348,348,1.67,0.11,0.01,3,0.5,105,0.5,1,0.5,1,0.5,1
11,615,0,0,11,103,10,563,1,52,0.09,346,344,56.3,52,0.02,348,348,10,6.7,2.03,0.57,0.5,24.14,0.5,0.14,0.5,0.14,0.5,1
9,611,0,0,9,103,8,571,1,40,0.07,346,344,71.38,40,0.01,348,348,8,4.87,0,0.5,0.5,17.5,0.5,0.17,0.5,0.17,0.5,1
9599,7727311,20,0,9518,184,4329,349578,5270,7377733,21.1,52,1420,80.75,1399.95,0,1420,1420,0.82,0.07,2.51,0.06,0.01,13.1,0.01,0.2,0.01,289.23,0.01,1
1221,666152,10,1,1170,235,774,154132,447,512020,3.32,52,1420,199.14,1145.46,0,1420,1420,1.73,0.1,0.1,0.51,0.02,142.44,0.02,0.18,0.02,208.08,0.02,1
43718,44124566,2,0,43692,261,12999,876476,30721,43248782,49.34,64,1420,67.43,1407.79,0,1420,1420,0.42,0.1,0,0.06,0.04,5.61,0.04,0.81,0.04,1140.32,0.04,1
3463,2326558,2,0,3454,270,1748,351270,1715,1975288,5.62,64,1420,200.96,1151.77,0,1420,1420,1.02,0.09,0,0.13,0.11,56.15,0.11,0.15,0.11,174.41,0.11,1
1740,1269793,2,0,1738,272,837,88848,903,1180945,13.29,64,1420,106.15,1307.8,0,1420,1420,0.93,0.02,0,0.1,0.5,17.56,0.5,0.16,0.5,217.96,0.5,1
1640,1227730,2,0,1638,274,778,48759,862,1178971,24.18,64,1420,62.67,1367.72,0,376,1420,0.9,0.09,0.03,0.08,0.5,5.71,0.5,0.15,0.5,204.96,0.5,1
56,8555,2,0,42,288,38,6338,18,2217,0.35,63,52,166.79,123.17,0.01,1420,527,2.11,0.08,0,0.71,0.07,168.83,0.07,0.08,0.07,2.21,0.07,1
1574,1171465,0,0,1574,288,764,52838,810,1118627,21.17,63,52,69.16,1381.02,0,1420,527,0.94,0.64,0.04,0.07,0.07,7.29,0.07,0.11,0.07,155.31,0.07,1
50,5753,0,0,43,295,32,4359,18,1394,0.32,52,52,136.22,77.44,0.01,1287,304,1.78,0.02,0.79,0.9,0.14,119.76,0.14,0.19,0.14,7.48,0.14,1
24,3999,0,0,45,22,14,2432,12,2259,0.93,72,188,173.71,188.25,0.01,348,579,1.17,0.05,24.89,2,0.05,53,0.05,1,0.05,1,0.05,1
1495,1168675,2,0,1493,24,654,42153,841,1126522,26.72,64,1420,64.45,1339.5,0,376,1420,0.78,0,0,0.03,0.5,3.22,0.5,0.18,0.5,250.56,0.5,1
11,1230,0,0,2,33,5,576,6,654,1.14,63,64,115.2,109,0.01,329,346,0.83,10.23,0.04,1,0.11,1,0.11,1,0.11,1,0.11,1
24,2711,2,0,22,35,18,1897,6,814,0.43,52,83,105.39,135.67,0.01,628,515,3,0.1,0,1.63,0.5,188.75,0.5,0.25,0.5,6.63,0.5,1
2,135,0,0,2,35,2,135,0,0,0,52,83,105.39,135.67,0.01,628,515,0,0.1,0,1.63,0.5,188.75,0.5,0.25,0.5,6.63,0.5,1
71,11277,2,0,61,45,33,4034,38,7243,1.8,64,60,122.24,190.61,0.01,1338,1420,0.87,0,0,0.25,0.1,50.23,0.1,0.16,0.1,39.07,0.1,1
42,13211,2,0,82,21,22,3337,20,9874,2.96,63,284,151.68,493.7,0,1378,1420,1.1,0.01,0.07,0.18,0.05,23.53,0.05,0.18,0.05,90.71,0.05,1
612,204860,32,0,491,121,462,130152,150,74708,0.57,52,199,281.71,498.05,0,1420,1420,3.08,0,0,1.54,0.01,526.22,0.01,0.17,0.01,74.22,0.01,1
153,71356,21,0,619,25,136,68490,17,2866,0.04,74,83,503.6,168.59,0,1420,573,8,13.15,1.43,4.17,0.04,2623.96,0.04,0.25,0.04,39.33,0.04,1
7,1209,4,0,619,7,7,1209,0,0,0,74,83,503.6,168.59,0,1420,573,0,13.15,0.51,4.17,0.04,2623.96,0.04,0.25,0.04,39.33,0.04,1
15,1944,7,0,623,11,13,1840,2,104,0.06,74,83,141.54,52,0.01,305,52,6.5,22.71,0.72,0.25,0.1,0.25,0.1,0.25,0.1,0.25,0.1,1
63,8449,9,0,52,22,55,7586,8,863,0.11,52,52,137.93,107.88,0.01,1420,535,6.88,0.84,0.04,0.68,0.09,155.87,0.09,0.03,0.09,0.03,0.09,1
61,9007,12,0,38,45,57,8835,4,172,0.02,74,46,155,43,0.01,1138,52,14.25,0.15,1.67,1.38,0.04,230.63,0.04,0.06,0.04,0.06,0.04,1
17,2251,6,0,45,10,16,2211,3,732,0.33,83,344,138.19,244,0.01,348,348,5.33,33.14,0.55,0.6,0.11,21,0.11,0.2,0.11,0.2,0.11,1
11,2197,5,0,45,11,11,2197,0,0,0,83,344,138.19,244,0.01,348,348,0,33.14,0.41,0.6,0.11,21,0.11,0.2,0.11,0.2,0.11,1
18,2648,7,0,5,24,18,2648,0,0,0,83,344,138.19,244,0.01,348,348,0,33.14,5.2,0.6,0.11,21,0.11,0.2,0.11,0.2,0.11,1
19,2592,10,0,9,15,19,2592,0,0,0,83,344,138.19,244,0.01,348,348,0,33.14,15.26,0.6,0.11,21,0.11,0.2,0.11,0.2,0.11,1
4,526,3,0,9,4,4,526,0,0,0,83,344,138.19,244,0.01,348,348,0,33.14,1.64,0.6,0.11,21,0.11,0.2,0.11,0.2,0.11,1
6,1135,3,0,9,6,6,1135,0,0,0,83,344,138.19,244,0.01,348,348,0,33.14,0.41,0.6,0.11,21,0.11,0.2,0.11,0.2,0.11,1
8,622,8,0,9,8,8,622,0,0,0,83,344,138.19,244,0.01,348,348,0,33.14,0.41,0.6,0.11,21,0.11,0.2,0.11,0.2,0.11,1
11,2294,5,0,9,11,11,2294,2,692,0.3,83,344,208.55,346,0,348,348,5.5,4.56,3.28,0.6,0.11,21,0.11,0.2,0.11,0.2,0.11,1
10,2124,4,0,9,10,10,2124,0,0,0,83,344,208.55,346,0,348,348,0,4.56,3.28,0.6,0.11,21,0.11,0.2,0.11,0.2,0.11,1
12,2270,6,0,9,12,12,2270,0,0,0,83,344,208.55,346,0,348,348,0,4.56,0.51,0.6,0.11,21,0.11,0.2,0.11,0.2,0.11,1
5,370,5,0,9,5,5,370,0,0,0,83,344,208.55,346,0,348,348,0,4.56,0.51,0.6,0.11,21,0.11,0.2,0.11,0.2,0.11,1
5,830,3,0,9,5,5,830,0,0,0,83,344,208.55,346,0,348,348,0,4.56,1.95,0.6,0.11,21,0.11,0.2,0.11,0.2,0.11,1
48,10895,8,0,43,14,37,8011,11,2884,0.36,74,182,216.51,262.18,0,1186,610,3.36,16.34,1.64,1.38,0.08,332.31,0.08,0.38,0.08,110.15,0.08,1
13,2287,8,0,43,13,13,2287,2,692,0.3,74,182,175.92,346,0.01,1186,610,6.5,14.67,2.66,1.38,0.08,332.31,0.08,0.38,0.08,110.15,0.08,1
10,1431,7,0,43,10,10,1431,0,0,0,74,182,175.92,346,0.01,1186,610,0,14.67,0.51,1.38,0.08,332.31,0.08,0.38,0.08,110.15,0.08,1
6,1114,2,0,44,5,6,1114,0,0,0,74,182,175.92,346,0.01,1186,610,0,14.67,34.1,1.38,0.08,332.31,0.08,0.38,0.08,110.15,0.08,1
13,2014,2,0,50,7,12,1962,1,52,0.03,74,52,163.5,52,0.01,305,52,12,3.97,0.2,0.75,0.17,26.25,0.17,0.25,0.17,0.25,0.17,1
12,1772,4,0,54,8,11,1732,1,40,0.02,83,40,157.45,40,0.01,305,40,11,3.95,3.84,0.67,0.14,17.67,0.14,0.33,0.14,0.33,0.14,1
878,492154,22,0,817,61,535,201088,343,291066,1.45,52,1378,375.87,848.59,0,1420,1420,1.56,0.66,0,0.48,0.02,330.14,0.02,0.16,0.02,116.73,0.02,1
68,8600,2,0,883,2,55,6905,13,1695,0.25,52,52,125.55,130.38,0.01,1349,573,4.23,0.6,0.6,1.86,1,199.55,1,0.23,1,40.55,1,1
39,18963,0,0,39,2,27,8108,12,10855,1.34,52,52,300.3,904.58,0,1349,573,2.25,41.85,0.1,1.2,1,420.47,1,0.47,1,425.27,1,1
25,1374,0,0,25,2,17,970,8,404,0.42,52,52,57.06,50.5,0.02,1349,573,2.13,0.06,0.04,0.14,1,5,1,0.1,1,2.52,1,1
57,9112,4,0,53,6,51,7890,6,1222,0.15,60,283,154.71,203.67,0.01,1420,535,8.5,32.65,0.43,1.79,0.25,349.74,0.25,0.05,0.25,0.05,0.25,1
8,459,0,0,8,6,6,355,2,104,0.29,60,283,59.17,52,0.02,1420,535,3,11.52,0,0.33,0.25,8.83,0.25,0.17,0.25,0.17,0.25,1
12,1281,0,0,10,8,9,1149,5,824,0.72,83,346,127.67,164.8,0.01,348,348,1.8,2.41,0.04,0.43,0.5,15,0.5,0.14,0.5,0.14,0.5,1
27,8594,2,0,25,10,15,2267,12,6327,2.79,56,459,151.13,527.25,0,1001,1420,1.25,34.22,0,0.24,0.5,37.41,0.5,0.29,0.5,119.59,0.5,1
6,386,0,0,6,10,6,386,0,0,0,56,459,151.13,527.25,0,1001,1420,0,34.22,3.85,0.24,0.5,37.41,0.5,0.29,0.5,119.59,0.5,1
6,343,0,0,6,10,3,199,3,144,0.72,56,459,66.33,48,0.02,1001,1420,1,0.05,0.04,0.5,0.5,21,0.5,0.25,0.5,0.25,0.5,1
2,692,0,0,6,2,2,692,2,692,1,56,459,346,346,0,1001,1420,1,0.05,0.05,0.5,0.5,21,0.5,0.25,0.5,0.25,0.5,1
2,229,2,0,6,2,1,84,1,145,0,56,459,346,346,0,1001,1420,0,0.05,0.05,0.5,0.5,21,0.5,0.25,0.5,0.25,0.5,1
2,692,0,0,6,2,2,692,2,692,1,56,459,346,346,0,1001,1420,1,0.01,0.01,0.5,0.5,21,0.5,0.25,0.5,0.25,0.5,1
4,274,0,0,4,2,2,139,2,135,0.97,56,459,69.5,67.5,0.01,1001,1420,1,0.17,0,1,0.5,44,0.5,0.5,0.5,0.5,0.5,1
295,120747,8,0,248,47,205,53428,90,67319,1.26,52,618,260.62,747.99,0,1420,1420,2.28,0.03,0,1.02,0.02,295.22,0.02,0.36,0.02,336.07,0.02,1
77,56582,3,0,319,6,66,54993,11,1589,0.03,1420,52,833.23,144.45,0,1420,573,6,1.39,0.44,2.29,0.2,2474.71,0.2,0.19,0.2,40,0.2,1
1021,476147,14,14,931,90,547,135582,474,340565,2.51,52,472,247.86,718.49,0,1420,1420,1.15,0,0,0.23,0.01,125.57,0.01,0.2,0.01,159.8,0.01,1
210,22221,0,16,1139,2,131,13616,79,8605,0.63,52,52,103.94,108.92,0.01,1345,1198,1.66,0.12,3.17,0.43,1,51.55,1,0.18,1,41.35,1,1
135,13738,0,12,135,2,77,8335,58,5403,0.65,52,52,108.25,93.16,0.01,1345,1198,1.33,0.11,0.11,0.2,1,35.98,1,0.21,1,33.94,1,1
136,13128,0,14,136,2,82,7948,54,5180,0.65,52,52,96.93,95.93,0.01,1345,1198,1.52,0.43,0.43,0.23,1,36.68,1,0.13,1,24.88,1,1
160,17126,2,11,158,4,102,11975,58,5151,0.43,52,52,117.4,88.81,0.01,1420,531,1.76,0.1,0,0.27,0.5,64.83,0.5,0.1,0.5,17.51,0.5,1
179,18169,2,12,177,6,118,12492,61,5677,0.45,52,52,105.86,93.07,0.01,1321,539,1.93,0.38,0.38,0.38,0.5,64.79,0.5,0.1,0.5,17.48,0.5,1
121,11797,0,11,119,8,74,7401,49,5088,0.69,52,60,100.01,103.84,0.01,348,348,1.51,0.48,0.48,0.24,0.5,37.51,0.5,0.11,0.5,20.71,0.5,1
