totalPkt,totalSize,DNSpkt,httpPkt,httpsPkt,DHCPpkt,TCPPkt,UDPPkt,inPkt,inByte,outPKT,outByte,ratioInOut,medianIn,medianOut,avgIn,avgOut,avgTotal,maxOutSize,maxInSize,rationNumInOut,minTimeOut,minTimeIn,avgNumpktFlowTCPIn,avgNumpktFlowUDPIn,avgSizepktFlowTCPIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgNumpktFlowUDPOut,avgSizepktFlowTCPOut,avgSizepktFlowUDPOut,result
30,9367,9,0,0,0,200,27,29,8794,1,573,0.07,385,573,303.24,573,0,738,573,29,5.5,0,0.33,0.04,0.33,0.04,0.33,0.04,0.33,0.04,0
3065,2134979,33,3,0,0,3232,33,1498,97624,1567,2037355,20.87,64,1420,65.17,1300.16,0,569,1420,0.96,0.01,0.01,0.03,0.03,3.64,0.03,0.1,0.03,114.49,0.03,0
27,2943,9,2,0,0,18,42,20,1731,7,1212,0.7,89,60,86.55,173.14,0.01,223,468,2.86,1.11,0,0.23,0.11,34.38,0.11,0.23,0.11,72.08,0.11,0
15,1144,9,0,0,0,24,9,12,1000,3,144,0.14,89,52,83.33,48,0.01,89,52,4,8.52,1,0.4,0.13,16.8,0.13,0.2,0.13,0.2,0.13,0
40,12046,11,0,0,0,53,11,26,6419,14,5627,0.88,89,234,246.88,401.93,0,1420,1420,1.86,26.63,1,0.47,0.1,296.18,0.1,0.35,0.1,146.35,0.1,0
49,6384,11,0,0,0,91,11,32,3734,17,2650,0.71,52,60,116.69,155.88,0.01,1188,610,1.88,3.52,1.01,0.48,0.1,47.35,0.1,0.26,0.1,56.87,0.1,0
34,2615,7,0,0,2,25,20,34,2615,2,692,0.26,52,60,76.91,346,0.01,348,348,17,40.77,0.29,0.47,0.11,21.47,0.11,0.06,0.11,0.06,0.11,0
2,692,0,0,0,2,25,2,1,348,1,348,1,52,60,348,348,0,348,348,1,0.01,0.01,0.47,0.11,21.47,0.11,0.06,0.11,0.06,0.11,0
193,76459,28,2,0,2,187,31,107,27244,86,49207,1.81,60,319,254.62,572.17,0,1420,1420,1.24,0.01,0.01,0.16,0.03,125.12,0.03,0.18,0.03,87.03,0.03,0
1823,1207366,37,6,0,0,1973,37,871,66878,952,1140488,17.05,64,1420,76.78,1197.99,0,1183,1420,0.91,29.54,1,0.03,0.03,6.42,0.03,0.09,0.03,96.18,0.03,0
75,37611,9,0,0,0,66,46,38,9185,37,28426,3.09,89,762,241.71,768.27,0,1420,1420,1.03,0.1,0.11,0.24,0.11,108.45,0.11,0.53,0.11,399.5,0.11,0
97,43460,11,0,0,0,152,11,50,9092,47,34368,3.78,52,423,181.84,731.23,0,1420,1420,1.06,11.16,1,0.11,0.1,42.45,0.1,0.23,0.1,82.73,0.1,0
2536,1768803,23,0,0,0,2665,23,1227,96367,1309,1672436,17.35,64,1420,78.54,1277.64,0,1420,1420,0.94,16.02,1,0.03,0.05,6.99,0.05,0.08,0.05,78.86,0.05,0
19,1396,9,0,0,0,2675,9,14,1073,5,323,0.3,89,52,76.64,64.6,0.01,89,115,2.8,7.23,0.78,0.5,0.13,17.5,0.13,0.5,0.13,17.5,0.13,0
895,447880,26,5,0,0,728,167,435,109186,460,338694,3.1,52,563,251,736.29,0,1420,1420,0.95,0,0,0.15,0.01,92.07,0.01,0.24,0.01,200.48,0.01,0
436,256525,6,1,0,0,1106,58,205,53741,231,202784,3.77,52,1420,262.15,877.85,0,1420,1420,0.89,0.11,1.68,0.14,0.02,98.14,0.02,0.32,0.02,316.54,0.02,0
108,50886,2,0,0,0,106,60,67,42071,41,8815,0.21,250,52,627.93,215,0,1420,1420,1.63,0.09,0.09,0.51,0.5,510.98,0.5,0.19,0.5,67.17,0.5,0
22,1250,0,0,0,0,22,60,12,679,10,571,0.84,250,52,56.58,57.1,0.02,1420,1420,1.2,0.05,0.04,0.11,0.5,2.79,0.5,0.11,0.5,2.79,0.5,0
58,5652,2,0,0,0,56,62,37,2210,21,3442,1.56,52,52,59.73,163.9,0.01,98,1107,1.76,4.02,0.43,0.28,0.5,14.81,0.5,0.05,0.5,1.23,0.5,0
79,16280,2,0,0,0,77,64,44,5143,35,11137,2.17,52,60,116.89,318.2,0,1120,1420,1.26,0.04,0,0.28,0.5,25.06,0.5,0.17,0.5,70.26,0.5,0
10,1165,0,0,0,2,8,66,7,1045,5,812,0.78,213,40,149.29,162.4,0.01,348,348,1.4,0.02,0.18,0.6,0.5,21,0.5,0.2,0.5,0.2,0.5,0
10,551,0,0,0,0,10,66,6,355,4,196,0.55,213,40,59.17,49,0.02,348,348,1.5,2.66,0.04,0.43,0.5,15,0.5,0.14,0.5,0.14,0.5,0
4,227,0,0,0,0,4,66,3,187,1,40,0.21,213,40,62.33,40,0.02,348,348,3,0.11,0,1,0.5,26.5,0.5,0.5,0.5,0.5,0.5,0
2,692,0,0,0,2,4,2,2,692,2,692,1,213,40,346,346,0,348,348,1,0.01,0.01,1,0.5,26.5,0.5,0.5,0.5,0.5,0.5,0
15,2632,2,2,0,0,17,2,8,1342,7,1290,0.96,52,167,167.75,184.29,0.01,527,403,1.14,0.53,0.53,0.33,1,116.44,1,0.33,1,63.44,1,0
22,4210,2,0,0,0,20,4,10,2219,12,1991,0.9,64,86,221.9,165.92,0.01,1162,610,0.83,47.15,0.04,0.36,0.5,64.82,0.5,0.55,0.5,102.18,0.5,0
2,692,0,0,0,2,20,2,2,692,2,692,1,64,86,346,346,0,1162,610,1,0.01,0.01,0.36,0.5,64.82,0.5,0.55,0.5,102.18,0.5,0
10,424,0,0,0,0,10,2,9,372,1,52,0.14,64,86,41.33,52,0.02,1162,610,9,52.43,0.66,1.5,0.5,50.25,0.5,0.25,0.5,0.25,0.5,0
99,29662,4,0,0,0,105,4,49,7597,50,22065,2.9,52,183,155.04,441.3,0,982,1420,0.98,0.01,0.01,0.16,0.33,56.17,0.33,0.25,0.33,125.71,0.33,0
3738,2238029,74,29,0,0,3562,176,1832,231344,1906,2006685,8.67,52,1420,126.28,1052.83,0,1420,1420,0.96,0.2,0.2,0.06,0.01,25.1,0.01,0.12,0.01,116.46,0.01,0
547,302792,4,0,0,0,4005,104,267,73843,280,228949,3.1,52,1363,276.57,817.67,0,1420,1420,0.95,0.04,0.02,0.15,0.01,106.5,0.01,0.23,0.01,199.76,0.01,0
93,21255,4,0,0,0,89,108,47,12444,46,8811,0.71,74,90,264.77,191.54,0,1420,1420,1.02,17.33,0.04,0.31,0.25,120.02,0.25,0.35,0.25,73.33,0.25,0
115,28229,2,0,0,0,113,110,59,16643,56,11586,0.7,64,52,282.08,206.89,0,1420,1420,1.05,0,0,0.27,0.5,114.81,0.5,0.27,0.5,43.51,0.5,0
95,27645,2,0,0,0,93,112,57,22802,38,4843,0.21,60,52,400.04,127.45,0,1420,722,1.5,0.2,0.2,0.37,0.5,275.85,0.5,0.2,0.5,37.58,0.5,0
82,17394,2,0,0,0,80,114,55,15106,27,2288,0.15,52,52,274.65,84.74,0,1420,519,2.04,0.22,0.04,0.6,0.5,260.29,0.5,0.2,0.5,20.07,0.5,0
110,26127,2,0,0,0,108,116,54,11978,56,14149,1.18,62,90,221.81,252.66,0,1420,1420,0.96,0.25,0.23,0.29,0.5,81.03,0.5,0.36,0.5,96.06,0.5,0
997,561577,26,0,0,2,1077,28,512,143483,487,418786,2.92,52,1420,280.24,859.93,0,1420,1420,1.05,0.01,0.01,0.15,0.04,97.64,0.04,0.18,0.04,143.24,0.04,0
1443,786420,37,0,0,0,1406,65,689,149963,754,636457,4.24,52,1416,217.65,844.11,0,1420,1420,0.91,0.09,0,0.15,0.03,55.93,0.03,0.25,0.03,222.34,0.03,0
1076,541042,20,0,0,0,1056,85,550,197585,526,343457,1.74,64,222,359.25,652.96,0,1420,1420,1.05,1.56,0,0.26,0.05,169.51,0.05,0.29,0.05,183.51,0.05,0
304,108016,10,0,0,0,294,95,154,34107,150,73909,2.17,64,121,221.47,492.73,0,1420,1420,1.03,0,0,0.18,0.1,80.75,0.1,0.2,0.1,85.58,0.1,0
229,76007,8,0,0,0,515,8,114,27702,115,48305,1.74,52,115,243,420.04,0,1420,1420,0.99,0.08,0.09,0.19,0.14,88.5,0.14,0.25,0.14,66.3,0.14,0
602,250994,16,1,0,0,586,24,318,107226,284,143768,1.34,60,124,337.19,506.23,0,1420,1420,1.12,0.08,0,0.27,0.06,152.33,0.06,0.25,0.06,121.91,0.06,0
30,8471,0,0,0,0,30,24,14,7014,16,1457,0.21,60,124,501,91.06,0,1420,1420,0.88,0,0,0.38,0.06,235.19,0.06,0.56,0.06,58.38,0.06,0
38,12736,0,0,0,2,36,26,19,10879,21,2549,0.23,383,83,572.58,121.38,0,1420,348,0.9,0.02,0,0.71,0.5,585.79,0.5,0.93,0.5,102.14,0.5,0
160,73146,2,0,0,0,158,28,90,62508,70,10638,0.17,409,52,694.53,151.97,0,1420,1420,1.29,0,0,0.51,0.5,522.08,0.5,0.26,0.5,51.73,0.5,0
327,93807,14,0,0,0,313,42,186,38775,141,55032,1.42,52,90,208.47,390.3,0,1420,1420,1.32,0.03,0,0.17,0.07,85.49,0.07,0.14,0.07,76.85,0.07,0
72,17428,2,0,0,0,70,44,38,14181,34,3247,0.23,74,52,373.18,95.5,0,1420,375,1.12,0,0,0.5,0.5,327.82,0.5,0.37,0.5,40.21,0.5,0
66,27924,2,1,0,0,64,46,37,21104,29,6820,0.32,100,98,570.38,235.17,0,1420,1288,1.28,0.08,0,0.44,0.5,418.81,0.5,0.36,0.5,95.75,0.5,0
102,45495,2,0,0,0,100,48,58,37012,44,8483,0.23,334,60,638.14,192.8,0,1420,1420,1.32,0.05,0.04,0.54,0.5,501.13,0.5,0.33,0.5,70.89,0.5,0
31,16242,0,0,0,0,31,48,19,14901,12,1341,0.09,334,60,784.26,111.75,0,1420,1420,1.58,0.27,0.26,0.73,0.5,686.6,0.5,0.4,0.5,66.8,0.5,0
1300,1076765,0,20,0,2,1298,50,521,39143,781,1038314,26.53,52,1420,75.13,1329.47,0,1420,1420,0.67,0.14,0,0.02,0.5,6.44,0.5,0.31,0.5,409.75,0.5,0
32,8387,0,0,0,0,32,50,23,7445,9,942,0.13,52,1420,323.7,104.67,0,1420,1420,2.56,0.05,0.04,0.88,0.5,344.69,0.5,0.19,0.5,36.94,0.5,0
27,18251,0,0,0,0,27,50,20,17401,7,850,0.05,52,1420,870.05,121.43,0,1420,1420,2.86,0.02,0,0.85,0.5,876.77,0.5,0.31,0.5,49.46,0.5,0
28,4959,0,0,0,0,28,50,13,3486,15,1473,0.42,52,1420,268.15,98.2,0.01,1420,1420,0.87,0,0.03,0.4,0.5,100.73,0.5,0.53,0.5,66.93,0.5,0
34,9369,0,0,0,0,34,50,19,7920,15,1449,0.18,52,1420,416.84,96.6,0,1420,1420,1.27,0.02,0,0.4,0.5,221.55,0.5,0.35,0.5,42.25,0.5,0
17,9050,0,0,0,0,17,50,11,8221,6,829,0.1,52,1420,747.36,138.17,0,1420,1420,1.83,0.13,0,1.14,0.5,949.43,0.5,0.43,0.5,84.43,0.5,0
10,2512,0,0,0,0,10,50,5,305,5,2207,7.24,52,1420,61,441.4,0,1420,1420,1,0,0,0.25,0.5,12.25,0.5,0.13,0.5,0.13,0.5,0
1269,558628,43,4,0,0,1047,222,643,163737,626,394891,2.41,60,336,254.65,630.82,0,1420,1420,1.03,0,0.03,0.15,0,83.44,0,0.21,0,147.52,0,0
263,138409,0,0,0,0,263,222,142,37009,121,101400,2.74,60,336,260.63,838.02,0,1420,1420,1.17,0.26,0.26,0.24,0,129.4,0,0.19,0,142.23,0,0
236,129598,4,0,0,0,495,4,118,52666,118,76932,1.46,60,443,446.32,651.97,0,1420,1420,1,0.19,0.19,0.25,0.33,182.49,0.33,0.31,0.33,242.71,0.33,0
61,15264,3,1,0,0,58,7,34,10052,27,5212,0.52,55,62,295.65,193.04,0,1420,759,1.26,0,0,0.18,0.33,54.98,0.33,0.13,0.33,42.78,0.33,0
114,23129,1,0,0,0,113,8,66,11221,48,11908,1.06,52,52,170.02,248.08,0,1420,1340,1.38,0,0.01,0.18,1,21.49,1,0.11,1,39.22,1,0
135,34330,4,0,0,0,131,12,76,17327,59,17003,0.98,61,86,227.99,288.19,0,1420,1420,1.29,1.53,0,0.31,0.25,64.75,0.25,0.25,0.25,81.01,0.25,0
93,28764,4,1,0,0,89,16,54,11842,39,16922,1.43,52,204,219.3,433.9,0,1420,1420,1.38,0.16,0,0.24,0.25,52.28,0.25,0.09,0.25,39.25,0.25,0
64,19293,2,0,0,2,60,20,37,9162,29,10823,1.18,52,162,247.62,373.21,0,1420,1420,1.28,4.22,0,0.19,0.25,42.25,0.25,0.08,0.25,39.67,0.25,0
62,18603,4,0,0,0,58,24,38,9000,24,9603,1.07,52,347,236.84,400.13,0,1420,1340,1.58,0.26,0.01,0.3,0.25,62.51,0.25,0.07,0.25,41.49,0.25,0
75,22926,2,1,0,0,73,26,42,11141,33,11785,1.06,52,223,265.26,357.12,0,1420,1340,1.27,0,0,0.23,0.5,62.62,0.5,0.17,0.5,78.15,0.5,0
138,43092,8,0,0,0,130,34,77,16882,61,26210,1.55,52,233,219.25,429.67,0,1420,1420,1.26,4.99,0,0.17,0.13,38.48,0.13,0.13,0.13,84.3,0.13,0
59,18535,2,0,0,0,57,36,34,8362,25,10173,1.22,52,162,245.94,406.92,0,1420,1420,1.36,0.11,0,0.17,0.5,43.74,0.5,0.06,0.5,39.66,0.5,0
27,10379,0,0,0,0,27,36,15,7137,12,3242,0.45,52,162,475.8,270.17,0,1420,1420,1.25,0.25,0,0.21,0.5,18.32,0.5,0.26,0.5,89.37,0.5,0
59,19117,2,0,0,0,57,38,33,8284,26,10833,1.31,52,252,251.03,416.65,0,1420,1340,1.27,0.26,0,0.21,0.5,48.42,0.5,0.14,0.5,53.93,0.5,0
54,17497,2,0,0,2,107,4,31,9816,25,8373,0.85,73,287,316.65,334.92,0,1420,1420,1.24,0.01,0.01,0.29,0.33,77.11,0.33,0.2,0.33,91.74,0.33,0
50,18581,2,0,0,0,48,6,29,8027,21,10554,1.31,56,443,276.79,502.57,0,1420,1340,1.38,1.83,0,0.18,0.5,51.08,0.5,0.11,0.5,58.61,0.5,0
22,8302,0,0,0,0,22,6,12,5555,10,2747,0.49,56,443,462.92,274.7,0,1420,1340,1.2,0.2,0.01,0.18,0.5,14,0.5,0.18,0.5,29.18,0.5,0
55,21811,2,0,0,0,53,8,31,11026,24,10785,0.98,61,443,355.68,449.38,0,1420,1340,1.29,0.14,0,0.23,0.5,95.6,0.5,0.13,0.5,66.75,0.5,0
51,17963,2,0,0,0,49,10,29,8032,22,9931,1.24,52,284,276.97,451.41,0,1420,1340,1.32,4.28,0,0.21,0.5,53.71,0.5,0.11,0.5,58.61,0.5,0
35,12765,0,0,0,0,35,10,19,7394,16,5371,0.73,52,284,389.16,335.69,0,1420,1340,1.19,0.19,0.08,0.22,0.5,69.22,0.5,0.11,0.5,32.85,0.5,0
65,21896,4,0,0,0,61,14,35,10057,30,11839,1.18,56,219,287.34,394.63,0,1420,1340,1.17,0.1,0.01,0.2,0.25,58.89,0.25,0.18,0.25,74.56,0.25,0
36,13236,0,0,0,2,34,16,21,9459,17,4469,0.47,116,83,450.43,262.88,0,1420,759,1.24,0.3,0.08,0.3,0.5,143.74,0.5,0.22,0.5,90.83,0.5,0
57,22719,2,0,0,0,55,18,32,11866,25,10853,0.91,52,284,370.81,434.12,0,1420,1340,1.28,0.09,0.02,0.2,0.5,53.42,0.5,0.2,0.5,98.5,0.5,0
129,41848,8,0,0,0,121,26,72,16220,57,25628,1.58,52,268,225.28,449.61,0,1420,1420,1.26,0.31,0.3,0.14,0.13,42.81,0.13,0.11,0.13,81.69,0.13,0
55,18187,2,0,0,0,53,28,30,8058,25,10129,1.26,52,252,268.6,405.16,0,1420,1340,1.2,0.22,0,0.14,0.5,15.91,0.5,0.09,0.5,41.73,0.5,0
25,8469,0,0,0,0,25,28,14,5682,11,2787,0.49,52,252,405.86,253.36,0,1420,1340,1.27,0.15,0,0.19,0.5,62.52,0.5,0.05,0.5,0.05,0.5,0
50,15036,2,0,0,0,48,30,28,5719,22,9317,1.63,52,252,204.25,423.5,0,1420,1340,1.27,0.23,0.01,0.22,0.5,57.92,0.5,0.11,0.5,49.62,0.5,0
38,6623,0,0,0,0,38,30,22,2086,16,4537,2.17,52,252,94.82,283.56,0.01,1420,1340,1.38,5.05,0,0.3,0.5,43.85,0.5,0.15,0.5,58,0.5,0
3500,2286289,44,5,0,0,3303,197,1667,205579,1833,2080710,10.12,64,1420,123.32,1135.14,0,1420,1420,0.91,0.06,0,0.05,0.01,21.7,0.01,0.12,0.01,123.18,0.01,0
526,260172,6,1,0,0,3777,52,262,61208,264,198964,3.25,52,643,233.62,753.65,0,1420,1420,0.99,0.15,0.19,0.14,0.02,85.04,0.02,0.24,0.02,204.01,0.02,0
125,67927,2,0,0,0,123,54,61,6875,64,61052,8.88,52,1420,112.7,953.94,0,993,1420,0.95,13.57,0.04,0.09,0.5,15.82,0.5,0.15,0.5,124.09,0.5,0
137,79005,2,0,0,0,135,56,83,68062,54,10943,0.16,1420,52,820.02,202.65,0,1420,1420,1.54,0,0,0.62,0.5,701.93,0.5,0.3,0.5,76.06,0.5,0
60,12306,0,0,0,0,60,56,36,6347,24,5959,0.94,1420,52,176.31,248.29,0,1420,1420,1.5,0,0,0.32,0.5,89.29,0.5,0.17,0.5,66.24,0.5,0
46,2737,0,0,0,0,46,56,23,1337,23,1400,1.05,1420,52,58.13,60.87,0.02,1420,1420,1,0,0,0.29,0.5,13.45,0.5,0.23,0.5,10.1,0.5,0
74,16389,2,0,0,0,72,58,39,4826,35,11563,2.4,52,86,123.74,330.37,0,1121,1420,1.11,0.1,0,0.21,0.5,22.62,0.5,0.19,0.5,78.65,0.5,0
15,1463,0,0,0,2,13,60,10,1263,7,892,0.71,83,40,126.3,127.43,0.01,348,348,1.43,0.11,0,0.3,0.5,10.5,0.5,0.1,0.5,0.1,0.5,0
4,239,0,0,0,0,4,60,3,187,1,52,0,83,40,126.3,127.43,0.01,348,348,0,0.11,0.04,0.3,0.5,10.5,0.5,0.1,0.5,0.1,0.5,0
6,312,0,0,0,0,6,60,2,116,4,196,1.69,83,40,58,49,0.02,348,348,0.5,9.9,9.9,0.25,0.5,0.25,0.5,0.5,0.5,13.25,0.5,0
6,350,0,0,0,0,6,60,4,270,2,80,0.3,83,40,67.5,40,0.02,348,348,2,0.02,0,0.5,0.5,13.25,0.5,0.25,0.5,0.25,0.5,0
8,2302,0,0,0,0,8,60,4,253,4,2049,8.1,83,40,63.25,512.25,0,348,348,1,0,0,0.33,0.5,16.33,0.5,0.17,0.5,0.17,0.5,0
2,692,0,0,0,2,8,2,2,692,2,692,1,83,40,346,346,0,348,348,1,0.01,0.01,0.33,0.5,16.33,0.5,0.17,0.5,0.17,0.5,0
14,2169,2,1,0,0,20,2,7,765,7,1404,1.84,56,60,109.29,200.57,0.01,462,523,1,0.49,0.5,0.22,1,51.44,1,0.33,1,62.67,1,0
914,452877,28,3,0,0,707,207,453,120489,461,332388,2.76,60,535,265.98,721.02,0,1420,1420,0.98,0,0,0.12,0,92.04,0,0.18,0,145.53,0,0
500,301528,6,0,0,0,474,233,259,109148,241,192380,1.76,52,1371,421.42,798.26,0,1420,1420,1.07,0,0.01,0.2,0.04,211.36,0.04,0.19,0.04,124.82,0.04,0
33,6565,2,0,0,0,505,2,17,3618,16,2947,0.81,64,56,212.82,184.19,0.01,1420,598,1.06,0.09,0.09,0.24,1,42.19,1,0.33,1,73.43,1,0
14,3093,0,0,0,0,14,2,8,2204,6,889,0.4,64,56,275.5,148.17,0,1420,598,1.33,0,0,0.3,1,106.7,1,0.2,1,59.9,1,0
68,3943,0,0,0,0,68,2,41,2323,27,1620,0.7,64,56,56.66,60,0.02,1420,598,1.52,0,0,0.19,1,8.46,1,0.09,1,3.65,1,0
123,24665,6,0,0,0,185,6,67,10217,56,14448,1.41,56,60,152.49,258,0,1420,1420,1.2,0.09,0.09,0.27,0.2,46.04,0.2,0.2,0.2,69.68,0.2,0
14,1380,0,0,0,2,12,8,9,1180,7,892,0.76,83,40,131.11,127.43,0.01,348,348,1.29,0.23,0,0.22,0.5,5.89,0.5,0.22,0.5,4.56,0.5,0
19,3947,2,0,0,0,29,2,11,2624,8,1323,0.5,81,136,238.55,165.38,0,1420,598,1.38,0.11,0.12,0.45,1,203.64,1,0.27,1,71.64,1,0
57,13213,4,0,0,0,53,6,33,7724,24,5489,0.71,60,60,234.06,228.71,0,1420,1107,1.38,0,0,0.37,0.25,139.4,0.25,0.17,0.25,46.77,0.25,0
32,6442,2,0,0,0,30,8,19,4366,13,2076,0.48,56,52,229.79,159.69,0,1414,598,1.46,0.24,0,0.44,0.5,125.94,0.5,0.28,0.5,48.22,0.5,0
17,3062,0,0,0,0,17,8,9,2043,8,1019,0.5,56,52,227,127.38,0.01,1414,598,1.13,0,0,0.4,0.5,32.1,0.5,0.4,0.5,69.8,0.5,0
20,4812,2,0,0,2,33,4,13,3534,9,1970,0.56,93,224,271.85,218.89,0,1420,625,1.44,0.01,0.01,0.45,0.33,195,0.33,0.18,0.33,18.64,0.33,0
14,3554,2,0,0,0,45,2,8,2366,6,1188,0.5,60,213,295.75,198,0,1413,598,1.33,0.29,0.3,0.57,1,298,1,0.43,1,112.57,1,0
14,2803,0,0,0,0,14,2,8,1888,6,915,0.48,60,213,236,152.5,0,1413,598,1.33,0.24,0,0.3,1,17.8,1,0.2,1,59.4,1,0
34,8073,4,0,0,0,44,4,21,5443,13,2630,0.48,73,189,259.19,202.31,0,1420,625,1.62,0.01,0.01,0.47,0.33,231.63,0.33,0.21,0.33,52.21,0.33,0
31,7592,2,0,0,2,71,4,17,4667,16,3617,0.78,93,206,274.53,226.06,0,1420,610,1.06,0.12,0.12,0.28,0.33,48.44,0.33,0.33,0.33,99.61,0.33,0
37,6871,4,2,0,0,104,4,20,4039,17,2832,0.7,60,83,201.95,166.59,0.01,1420,598,1.18,0.73,0.73,0.26,0.33,120.39,0.33,0.26,0.33,61.3,0.33,0
36,7125,2,0,0,0,34,6,21,4883,15,2242,0.46,60,56,232.52,149.47,0.01,1420,625,1.4,5.01,0.04,0.39,0.5,107.09,0.5,0.13,0.5,34.7,0.5,0
3,175,0,0,0,0,3,6,2,135,1,40,0.3,60,56,67.5,40,0.02,1420,625,2,0.2,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0
2197,1290358,46,22,0,0,2040,157,1091,164830,1106,1125528,6.83,52,1420,151.08,1017.66,0,1420,1420,0.99,0,0,0.07,0.01,37.47,0.01,0.11,0.01,108.26,0.01,0
1171,727165,6,10,0,0,1084,244,599,153834,572,573331,3.73,52,1420,256.82,1002.33,0,1420,1420,1.05,1.46,1.44,0.12,0.01,100.71,0.01,0.12,0.01,93.33,0.01,0
31,3635,0,0,0,0,31,244,16,2164,15,1471,0.68,52,1420,135.25,98.07,0.01,1420,1420,1.07,0.09,0.09,0.17,0.01,31.52,0.01,0.22,0.01,38.78,0.01,0
157,87629,0,4,0,0,157,244,79,9090,78,78539,8.64,52,1420,115.06,1006.91,0,1420,1420,1.01,0.04,0,0.06,0.01,20.94,0.01,0.06,0.01,17.6,0.01,0
129,22589,2,2,0,0,127,246,77,13958,52,8631,0.62,52,52,181.27,165.98,0.01,1420,1107,1.48,0.18,0.15,0.26,0.5,88.56,0.5,0.12,0.5,27.95,0.5,0
88,23444,2,2,0,0,86,248,49,9806,39,13638,1.39,60,86,200.12,349.69,0,1420,1420,1.26,0.15,9.8,0.27,0.5,62.37,0.5,0.18,0.5,101.28,0.5,0
17,2512,0,0,0,2,101,2,16,1939,3,1265,0.65,52,86,121.19,421.67,0.01,571,573,5.33,0.01,0.01,0.07,1,0.07,1,0.07,1,0.07,1,0
69,18016,4,2,0,0,65,6,41,7897,28,10119,1.28,52,86,192.61,361.39,0,1420,1420,1.46,13.97,0.15,0.24,0.25,93.37,0.25,0.2,0.25,109.96,0.25,0
21,2218,0,0,0,0,21,6,9,1097,12,1121,1.02,52,86,121.89,93.42,0.01,1420,1420,0.75,0,0.03,0.06,0.25,0.06,0.25,0.31,0.25,13.06,0.25,0
228,139868,4,5,0,0,224,10,123,19203,105,120665,6.28,52,1420,156.12,1149.19,0,1420,1420,1.17,0.11,0,0.08,0.25,35.47,0.25,0.03,0.25,24.08,0.25,0
34,10315,2,0,0,0,256,2,16,2693,18,7622,2.83,52,111,168.31,423.44,0,1019,1420,0.89,0.05,0.05,0.13,1,23.83,1,0.29,1,91.54,1,0
48,15085,0,2,0,0,48,2,28,6820,20,8265,1.21,52,111,243.57,413.25,0,1019,1420,1.4,0.09,0,0.22,1,83.47,1,0.14,1,93.61,1,0
62,35188,0,2,0,2,108,2,33,2706,31,33174,12.26,52,1420,82,1070.13,0,348,1420,1.06,0.01,0.01,0.05,1,5.29,1,0.05,1,26.3,1,0
27,8077,0,2,0,0,27,2,17,5323,10,2754,0.52,52,1420,313.12,275.4,0,348,1420,1.7,0.12,0.12,0.39,1,145.33,1,0.17,1,101.89,1,0
355,251802,0,10,0,0,355,2,170,15063,185,236739,15.72,52,1420,88.61,1279.67,0,348,1420,0.92,7.97,0.04,0.03,1,9.38,1,0.11,1,131.2,1,0
14,1304,0,0,0,0,14,2,6,379,8,925,2.44,52,1420,63.17,115.63,0.01,348,1420,0.75,4.06,0,0.27,1,9.55,1,0.09,1,0.09,1,0
54,14320,0,9,0,0,54,2,33,7507,21,6813,0.91,52,1420,227.48,324.43,0,348,1420,1.57,0.11,0,0.16,1,65.44,1,0.12,1,53.44,1,0
24,6088,2,0,0,2,74,4,13,3505,13,3275,0.93,223,208,269.62,251.92,0,1185,610,1,0.08,0.09,0.21,0.33,48.07,0.33,0.36,0.33,75.71,0.33,0
43,13674,4,2,0,0,39,8,25,9834,18,3840,0.39,73,52,393.36,213.33,0,1420,1084,1.39,0.03,0.04,0.4,0.25,244.32,0.25,0.2,0.25,83.96,0.25,0
22,1144,0,0,0,0,22,8,21,1092,1,52,0.05,73,52,52,52,0.02,1420,1084,21,53.58,0.05,0.05,0.25,0.05,0.25,0.05,0.25,0.05,0.25,0
149,93018,0,4,0,0,149,8,79,9059,70,83959,9.27,73,52,114.67,1199.41,0,1420,1084,1.13,0.11,0.11,0.06,0.25,21.75,0.25,0.04,0.25,34.12,0.25,0
120,37660,8,2,0,0,90,38,62,14678,58,22982,1.57,64,103,236.74,396.24,0,1420,1420,1.07,0,0.04,0.21,0.03,75.89,0.03,0.24,0.03,112.62,0.03,0
3437,2254815,46,7,0,0,3238,199,1644,202017,1793,2052798,10.16,64,1420,122.88,1144.9,0,1420,1420,0.92,0,0,0.06,0.01,24.36,0.01,0.13,0.01,146.35,0.01,0
849,466079,6,4,0,0,771,277,425,170952,424,295127,1.73,60,360,402.24,696.05,0,1420,1420,1,1.59,1.18,0.24,0.01,221.56,0.01,0.32,0.01,259.09,0.01,0
15461,13491490,8,2,0,0,15346,392,6142,373897,9319,13117593,35.08,52,1420,60.88,1407.62,0,1420,1420,0.66,0.31,0.04,0.02,0.01,1.49,0.01,0.29,0.01,407.49,0.01,0
5900,5460492,0,0,0,0,5900,392,2113,120927,3787,5339565,44.16,52,1420,57.23,1409.97,0,1420,1420,0.56,0,0,0.01,0.01,1.17,0.01,0.41,0.01,572.3,0.01,0
127,45679,0,0,0,0,127,392,66,14465,61,31214,2.16,52,1420,219.17,511.7,0,1420,1420,1.08,0,0,0.2,0.01,69.61,0.01,0.22,0.01,39.52,0.01,0
