totalPkt,totalSize,DNSpkt,httpPkt,httpsPkt,DHCPpkt,TCPPkt,UDPPkt,inPkt,inByte,outPKT,outByte,ratioInOut,medianIn,medianOut,avgIn,avgOut,avgTotal,maxOutSize,maxInSize,rationNumInOut,minTimeOut,minTimeIn,avgNumpktFlowTCPIn,avgNumpktFlowUDPIn,avgSizepktFlowTCPIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgNumpktFlowUDPOut,avgSizepktFlowTCPOut,avgSizepktFlowUDPOut,result
970,622902,21,0,0,0,835,150,470,115443,521,509014,4.41,52,1420,245.62,976.99,0,1378,4809,0.9,5.28,5.27,0.63,0.01,62.18,0.01,0.95,0.01,1243.15,0.01,0
6695,5080061,93,0,0,0,6455,390,3007,375811,3817,4718499,12.56,52,1500,124.98,1236.18,0,1920,18876,0.79,0.01,0.02,0.94,0,117.41,0,1.47,0,2153.55,0,0
10025,7324331,89,0,0,0,9849,566,4844,494410,5275,6841414,13.84,52,1500,102.07,1296.95,0,2948,8740,0.92,0.28,0,0.86,0.01,69.61,0.01,1.11,0.01,1674.23,0.01,0
2179,2071981,30,0,0,0,2126,53,751,98519,1450,1975769,20.05,52,1470,131.18,1362.6,0,1622,14640,0.52,0.95,0,0.47,0.02,62.74,0.02,1.54,0.02,2506.54,0.02,0
327,134968,15,0,0,0,303,77,178,49935,166,88178,1.77,52,125,280.53,531.19,0,2848,4396,1.07,0.03,2.61,0.6,0.04,249.53,0.04,0.61,0.04,504.01,0.04,0
917,770876,20,0,0,0,1186,34,314,30626,602,740178,24.17,52,1470,97.54,1229.53,0,1500,7896,0.52,0.01,0.02,0.61,0.03,69.61,0.03,1.73,0.03,2435.52,0.03,0
169,47531,11,0,0,0,1339,16,90,16346,78,31112,1.9,52,85.5,181.62,398.87,0,1562,4136,1.15,0.01,0.03,0.3,0.07,100.04,0.07,0.29,0.07,208.42,0.07,0
325,228548,13,0,0,0,305,36,130,12690,208,217243,17.12,52,1470,97.62,1044.44,0,1088,2888,0.63,0,0,0.52,0.05,53.9,0.05,1.22,0.05,1635.86,0.05,0
99,16780,4,0,0,0,91,44,53,8879,48,8143,0.92,52,79,167.53,169.65,0.01,1867,1200,1.1,0.03,2.33,0.28,0.13,59.47,0.13,0.25,0.13,77.18,0.13,0
939,952814,13,0,0,0,1009,21,283,21681,655,930805,42.93,52,1470,76.61,1421.08,0,1500,4396,0.43,2.85,2.82,0.99,0.05,74.6,0.05,3.07,0.05,4684.63,0.05,0
238,88129,14,0,0,0,214,45,122,15524,124,73546,4.74,52,273.5,127.25,593.11,0,1069,3905,0.98,4.38,4.96,0.21,0.04,22.18,0.04,0.34,0.04,352.95,0.04,0
869,861140,15,0,0,0,1057,26,268,22127,602,839045,37.92,52,1470,82.56,1393.76,0,1500,4306,0.45,0.04,0.04,1.01,0.04,96.38,0.04,3.02,0.04,4493.29,0.04,0
61,9449,9,0,0,0,1106,12,36,2614,30,7373,2.82,52,89,72.61,245.77,0.01,224,2676,1.2,0.04,0.04,0.09,0.09,10.95,0.09,0.09,0.09,109.6,0.09,0
762,727286,15,0,0,0,738,36,226,19971,535,706993,35.4,52,1470,88.37,1321.48,0,1265,7142,0.42,1.43,0.02,0.58,0.04,50.11,0.04,2.29,0.04,3493.5,0.04,0
100,9469,20,0,0,0,66,70,51,3884,51,5771,1.49,56,103,76.16,113.16,0.01,262,381,1,0.13,0,0.19,0.03,23.47,0.03,0.23,0.03,22.7,0.03,0
1011,833731,14,0,0,0,1055,22,386,38715,624,794966,20.53,52,1470,100.3,1273.98,0,1337,4657,0.62,0.01,0,0.61,0.05,67.1,0.05,1.45,0.05,2118.19,0.05,0
197,62042,16,0,0,0,1224,28,111,22011,85,39981,1.82,64,103,198.3,470.36,0,1500,4136,1.31,0.01,0,0.79,0.04,234.56,0.04,0.55,0.04,459.36,0.04,0
879,887082,11,0,0,0,863,44,315,22608,566,864687,38.25,80,1470,71.77,1527.72,0,526,7142,0.56,0.16,0.15,1.79,0.06,129.85,0.06,3.71,0.06,5887.36,0.06,0
15095,12232601,24,0,0,0,15053,86,7505,4727170,7704,7517973,1.59,52,1500,629.87,975.85,0,1500,6878,0.97,0.02,0,0.9,0.02,620.25,0.02,1,0.02,1183.15,0.02,0
1048,739719,12,0,0,0,1030,104,455,56499,600,684064,12.11,52,1470,124.17,1140.11,0,1660,4542,0.76,0.03,0.04,0.99,0.06,119.77,0.06,1.56,0.06,2111.33,0.06,0
503,273035,16,0,0,0,1513,20,251,17984,251,255001,14.18,52,1500,71.65,1015.94,0,257,5844,1,0.01,0,1.32,0.05,104.23,0.05,1.36,0.05,1814.13,0.05,0
1174,1013359,12,0,0,0,1156,38,473,36850,700,976457,26.5,52,1470,77.91,1394.94,0,1500,7142,0.68,0.04,1.12,2.04,0.06,168.89,0.06,3.28,0.06,5024.58,0.06,0
568,293118,11,0,0,0,540,66,300,30788,288,267056,8.67,52,1463.5,102.63,927.28,0,1750,4881,1.04,0.03,0.96,1.15,0.04,97.82,0.04,1.11,0.04,1476.11,0.04,0
944,737921,13,0,0,0,1464,20,366,32212,577,705640,21.91,52,1470,88.01,1222.95,0,639,4001,0.63,0.01,0.02,1.14,0.05,100,0.05,2.19,0.05,3146.5,0.05,0
671,382101,13,0,0,0,2112,23,346,69617,324,312415,4.49,52,1470,201.21,964.24,0,2888,4396,1.07,0.02,0.02,1.3,0.05,281.6,0.05,1.2,0.05,1559.31,0.05,0
884,596057,14,0,0,0,2974,22,402,33837,484,562387,16.62,52,1470,84.17,1161.96,0,951,3358,0.83,0.01,0.02,1.08,0.05,80.9,0.05,1.44,0.05,2080.76,0.05,0
587,298987,15,0,0,0,563,46,313,31787,287,268140,8.44,52,976,101.56,934.29,0,2046,4396,1.09,0.03,1.1,1.13,0.04,131.46,0.04,1.02,0.04,1407.65,0.04,0
1555,1291693,18,0,0,0,1525,76,631,53124,928,1238430,23.31,52,1470,84.19,1334.52,0,1581,7142,0.68,0.03,0,1.35,0.03,110.99,0.03,2.3,0.03,3387.44,0.03,0
2802,2231788,33,0,0,0,2742,136,1189,109337,1612,2122399,19.41,52,1500,91.96,1316.62,0,1353,15980,0.74,6.38,6.35,0.98,0.02,78.44,0.02,1.62,0.02,2512.44,0.02,0
1224,869648,13,0,0,0,1204,156,563,47115,663,822707,17.46,52,1470,83.69,1240.89,0,2948,7142,0.85,0.09,0.09,1.87,0.05,158.91,0.05,2.32,0.05,3295.55,0.05,0
564,292818,12,0,0,0,546,174,282,30214,281,262552,8.69,52,1500,107.14,934.35,0,1562,4148,1,0,0,1.24,0.06,149.96,0.06,1.27,0.06,1568.22,0.06,0
1139,1043892,11,0,0,0,1123,190,411,29576,730,1014118,34.29,52,1470,71.96,1389.2,0,1750,5724,0.56,0.03,0,1.52,0.06,109.28,0.06,3.13,0.06,4764.92,0.06,0
5132,2758002,29,0,0,0,2908,2224,3320,453490,4002,2625381,5.79,91,203,136.59,656.02,0,1500,5260,0.83,0,0,0.61,0,85.54,0,1.33,0,1815.45,0,0
10597,7045792,45,0,0,0,11278,2227,5843,679013,6965,6682504,9.84,52,1450,116.21,959.44,0,1615,12634,0.84,0.06,0.06,1.52,0,151.14,0,2.21,0,3163.23,0,0
4687,2271723,18,0,0,0,13765,2200,3207,431766,3650,2154876,4.99,89,197,134.63,590.38,0,1690,8148,0.88,0.01,0.01,1.38,0,163.62,0,2.26,0,3104.66,0,0
9175,6699780,36,0,0,0,20715,2225,4529,698834,6854,6317781,9.04,80,1450,154.3,921.77,0,1929,8069,0.66,0.06,0.06,0.62,0,110.04,0,1.89,0,2660.55,0,0
7985,4841559,21,0,0,0,26507,2193,4552,538842,5658,4610683,8.56,78,549,118.37,814.9,0,1954,5644,0.8,0.02,0.02,1.02,0,94.91,0,1.84,0,2513.04,0,0
4423,2156495,13,0,0,0,28754,2176,2988,387378,3736,2086953,5.39,90.5,194,129.64,558.61,0,1719,9610,0.8,0.01,0.01,0.68,0,77.93,0,1.91,0,2533.42,0,0
4097,1583145,32,0,0,0,30611,2240,3054,418292,3290,1478718,3.54,97,185,136.97,449.46,0,2637,16626,0.93,0.03,0.03,0.71,0,94.49,0,1.15,0,1567.44,0,0
3916,1319701,29,0,0,0,32324,2203,3036,405119,3150,1227681,3.03,90,172,133.44,389.74,0,2123,7042,0.96,0.01,0.01,0.63,0,82.51,0,0.89,0,1124.49,0,0
5205,3152468,24,0,0,0,35332,2197,3158,379439,4301,3081197,8.12,87,207,120.15,716.39,0,1614,9610,0.73,0,0,0.73,0,58.22,0,2.33,0,3279.96,0,0
2951,930843,18,0,0,0,36089,2194,2476,332421,2706,903586,2.72,120.5,169,134.26,333.92,0,1501,4809,0.92,0.01,0.01,0.49,0,67,0,1.41,0,1957.77,0,0
3537,1118329,259,0,0,0,37135,2491,2766,387397,3006,1056485,2.73,126.5,181,140.06,351.46,0,1515,3674,0.92,0.01,0.01,0.52,0,82.82,0,1.15,0,1516,0,0
5107,2088910,34,0,0,0,40005,2237,3568,510574,3771,1905471,3.73,90,189,143.1,505.3,0,2217,8440,0.95,0.01,0.01,0.69,0,98.6,0,0.98,0,1217.53,0,0
7820,4947352,32,0,0,0,45586,2239,4359,545660,5692,4740756,8.69,83,785,125.18,832.88,0,1593,8440,0.77,0,0,0.82,0,81.99,0,1.72,0,2407.73,0,0
9662,7078818,37,0,0,0,53018,2230,4827,793028,7087,6630536,8.36,79,1450,164.29,935.59,0,2960,4270,0.68,0.04,0.04,0.86,0,175.07,0,2.15,0,2994.78,0,0
12964,8483715,98,0,0,0,10186,5002,7038,871598,8788,7974303,9.15,54,1500,123.84,907.41,0,1926,14640,0.8,0.02,0.02,0.73,0,78.93,0,1.36,0,1962.71,0,0
12847,7707366,68,0,0,0,10542,7307,7326,1073941,7761,6938560,6.46,54,1044,146.59,894.03,0,4148,23220,0.94,0,0,0.71,0,93.15,0,0.98,0,1341.01,0,0
7136,2763286,80,0,0,0,15374,2304,4790,754233,4618,2344779,3.11,85,182,157.46,507.75,0,2833,13788,1.04,0.03,0.03,0.39,0,74.25,0,0.44,0,508.88,0,0
6269,2832745,38,0,0,0,19377,2266,4095,831908,4385,2309759,2.78,85,180,203.15,526.74,0,2920,13181,0.93,0,0,0.44,0,163.93,0,0.71,0,829.33,0,0
8064,3880053,56,0,0,0,25144,2297,5009,656567,5227,3534957,5.38,68,202,131.08,676.29,0,2960,11636,0.96,0,0,0.56,0,60.71,0,0.76,0,994.13,0,0
6385,3269669,35,0,0,0,29307,2222,4047,503321,4547,3081021,6.12,83,202,124.37,677.59,0,1725,7443,0.89,0.02,0.02,0.76,0,70.62,0,1.2,0,1633.78,0,0
12840,7291136,182,0,0,0,39620,2527,7096,927067,7876,6671227,7.2,52,539.5,130.65,847.03,0,1773,13084,0.9,0.01,0.01,0.5,0,53.84,0,0.78,0,1063.63,0,0
12550,7908462,77,0,0,0,47491,4679,6381,776159,8271,7447818,9.6,69,1378,121.64,900.47,0,2367,11720,0.77,0.01,0.02,0.58,0,53.07,0,1.05,0,1428.42,0,0
13055,9326563,65,0,0,0,58115,2431,6610,894802,8626,8721992,9.75,52,1500,135.37,1011.13,0,3069,17560,0.77,0,0,0.9,0,90.79,0,1.67,0,2439.36,0,0
10295,6663000,42,0,0,0,7432,5294,5561,684113,6920,6275678,9.17,64,1378,123.02,906.89,0,2920,11639,0.8,0.01,0.01,0.6,0,70.19,0,1.17,0,1662.84,0,0
2878,430719,15,0,0,0,8215,2095,2456,352533,2487,359124,1.02,90,91,143.54,144.4,0.01,2960,3674,0.99,0.03,0.03,0.19,0,63.36,0,0.24,0,86.85,0,0
4588,1776685,44,0,0,0,10524,2279,3185,448619,3586,1622973,3.62,86,179,140.85,452.59,0,1725,8800,0.89,0.03,0.03,0.35,0,44.69,0,0.82,0,1075.99,0,0
3574,953703,18,0,0,0,1365,4488,2913,431637,2870,832237,1.93,115,154,148.18,289.98,0,2920,11720,1.01,0,0,0.17,0,18.17,0,0.28,0,330.85,0,0
4194,1703802,25,0,0,0,3329,2230,3090,467163,3409,1606549,3.44,91,186,151.19,471.27,0,2920,5724,0.91,0.04,0.04,0.51,0,101.72,0,1,0,1308.53,0,0
3363,815151,31,0,0,0,4443,2249,2740,369857,2780,748610,2.02,102.5,145.5,134.98,269.28,0,1500,4180,0.99,0.01,0.01,0.37,0,42.85,0,0.49,0,505.68,0,0
3550,2317254,48,0,0,0,2273,1277,1507,251421,2061,2066987,8.22,68,1378,166.84,1002.9,0,2139,4306,0.73,0,0.11,0.34,0,92.08,0,0.63,0,714.69,0,0
52133,48048098,30,0,0,0,4548,49858,17794,1314159,34368,46735673,35.56,69,1378,73.85,1359.86,0,1500,5844,0.52,0,0,0.73,0,85.72,0,1.18,0,1650.88,0,0
2711,2460857,3,0,0,0,114,52455,933,70922,1777,2389883,33.7,69,1378,76.02,1344.9,0,1500,5247,0.53,0.3,0.22,0.52,0,102.88,0,0.28,0,151.63,0,0
87068,80385361,35,0,0,0,5694,81488,29729,2208276,57354,78177794,35.4,69,1378,74.28,1363.07,0,1488,9610,0.52,0.08,0.01,1.1,0,98.27,0,1.77,0,2568.95,0,0
21999,19881717,12,0,0,0,4257,99230,7796,634442,14217,19248139,30.34,69,1378,81.38,1353.88,0,2781,7042,0.55,0.01,0,1.09,0,114.68,0,1.7,0,2500.82,0,0
30000,26403919,24,0,0,0,7964,121266,10837,811632,19183,25593581,31.53,69,1378,74.89,1334.18,0,1500,12634,0.56,0.05,0.05,1.35,0,94.92,0,1.93,0,2723.34,0,0
29176,25289007,37,0,0,0,17115,20025,10926,840022,18271,24449621,29.11,69,1378,76.88,1338.17,0,1500,9838,0.6,0.04,0.15,1.33,0,94.53,0,1.72,0,2484.52,0,0
25270,21185551,70,0,0,0,11085,34210,9872,973688,15427,20214662,20.76,69,1378,98.63,1310.34,0,1500,16627,0.64,0,0,0.86,0,85.79,0,1.24,0,1797.62,0,0
21956,16832445,103,0,0,0,10169,45994,9102,1071466,13220,15800945,14.75,69,1378,117.72,1195.23,0,2930,7292,0.69,0.1,0.1,0.57,0,78.62,0,0.8,0,1062.46,0,0
21378,18542028,40,0,0,0,8526,58846,7912,744560,13475,17798025,23.9,69,1378,94.11,1320.82,0,1500,10188,0.59,0.01,0.06,0.81,0,78.53,0,1.4,0,2052,0,0
21058,18048839,46,0,0,0,10038,69866,7949,1097240,13122,16950913,15.45,69,1378,138.03,1291.79,0,3565,8148,0.61,0,0.02,0.67,0,102.94,0,1.21,0,1682.77,0,0
4484,2981076,53,0,0,0,4287,70063,2125,258114,2375,2724005,10.55,52,1450,121.47,1146.95,0,2920,10260,0.89,0.04,0.04,0.88,0.01,81.09,0.01,1.13,0.01,1591.36,0.01,0
6647,4724401,25,0,0,0,6600,70110,3108,265945,3567,4461503,16.78,52,1450,85.57,1250.77,0,1470,8148,0.87,0.07,0.25,1.09,0.02,82,0.02,1.38,0.02,1974.35,0.02,0
7236,5312374,48,0,0,0,7142,70204,3432,654468,3821,4658994,7.12,52,1450,190.7,1219.31,0,2960,17560,0.9,0.04,0.04,1.08,0.01,210.7,0.01,1.35,0.01,1915.25,0.01,0
7238,5121447,59,0,0,0,7102,70340,3350,630917,3901,4490800,7.12,52,1450,188.33,1151.19,0,2920,10260,0.86,0,0,0.5,0.01,51.26,0.01,0.81,0.01,1164.52,0.01,0
7521,6299630,35,0,0,0,7428,70433,3036,480024,4512,5821809,12.13,41,1500,158.11,1290.29,0,3037,12634,0.67,0.07,0.12,0.67,0.01,68.93,0.01,1.35,0.01,2013.33,0.01,0
22920,21700742,20,0,0,0,30310,38,9031,546504,13904,21155095,38.71,40,1500,60.51,1521.51,0,2920,12634,0.65,0.04,0.05,1.44,0.03,81.23,0.03,2.55,0.03,3992.39,0.03,0
22514,18638092,328,0,0,0,21502,1050,9348,1030800,13280,17617940,17.09,52,1500,110.27,1326.65,0,3339,17560,0.7,0.01,0.01,0.55,0,46.94,0,1.14,0,1725.44,0,0
4570,2427492,63,0,0,0,4422,1198,2288,344630,2380,2100670,6.1,52,932,150.63,882.63,0,3211,13180,0.96,0.02,0.38,0.35,0.01,51.91,0.01,0.55,0.01,747.26,0.01,0
32385,27539996,133,0,0,0,5501,28082,11956,1150006,20474,26393958,22.95,69,1378,96.19,1289.15,0,2818,17428,0.58,0.43,0.4,0.36,0,64.58,0,0.42,0,532.97,0,0
55802,62991199,193,0,0,0,38664,45220,15162,1090178,40696,61905952,56.79,40,1500,71.9,1521.18,0,2960,10260,0.37,0,0,1.41,0,77.72,0,5.63,0,9148.28,0,0
10565,8923013,45,0,0,0,40481,8748,3818,341096,6765,8581804,25.16,69,1378,89.34,1268.56,0,2960,16100,0.56,0,0,0.25,0,41.2,0,0.39,0,504.41,0,0
10531,8514342,102,0,0,0,45563,5449,3897,422864,6656,8094196,19.14,69,1378,108.51,1216.08,0,2960,13180,0.59,0,0,0.21,0,28.48,0,0.71,0,1020.56,0,0
2421,1139937,34,0,0,0,2350,5520,1117,441854,1345,700868,1.59,52,60,395.57,521.09,0,2808,5583,0.83,0.06,0.01,0.25,0.01,180.01,0.01,0.46,0.01,412.31,0.01,0
9802,8545818,26,0,0,0,1503,13819,3395,284685,6416,8261627,29.02,69,1378,83.85,1287.66,0,2812,14640,0.53,0,0.27,0.21,0,24.45,0,0.51,0,627.5,0,0
41394,38015842,33,0,0,0,2661,40236,14103,1051590,27302,36963709,35.15,69,1378,74.56,1353.88,0,1808,5880,0.52,0,0,0.23,0,39.7,0,0.41,0,437.52,0,0
12761,11607418,16,0,0,0,675,52322,4372,318482,8409,11290172,35.45,69,1378,72.85,1342.63,0,1570,2888,0.52,0.27,0,0.34,0,40.84,0,0.61,0,740.73,0,0
11511,10667608,5,0,0,0,800,11386,3889,279378,7626,10387902,37.18,69,1378,71.84,1362.17,0,1500,1378,0.51,0.02,0.03,0.07,0,25.6,0,0.14,0,19.61,0,0
40662,37641051,29,0,0,0,2600,38862,13740,998560,26935,36644086,36.7,69,1378,72.68,1360.46,0,1500,7142,0.51,0.04,0.03,0.58,0,61.62,0,1.31,0,1810.01,0,0
5261,4658381,19,0,0,0,314,43809,1818,139491,3465,4520296,32.41,69,1378,76.73,1304.56,0,2589,5583,0.52,0.01,0.01,0.19,0,28.91,0,0.28,0,68.48,0,0
4905,4241529,28,0,0,0,1014,47700,1732,152504,3182,4089221,26.81,69,1378,88.05,1285.11,0,1500,4306,0.54,0.23,0.14,0.55,0,65.14,0,1.2,0,1574.18,0,0
5500,6385649,14,0,0,0,5478,22,1307,95104,4201,6291061,66.15,52,1500,72.77,1497.52,0,1503,10188,0.31,0,0.12,0.63,0.05,42.35,0.05,3.17,0.05,4822,0.05,0
491,444220,9,0,0,0,479,34,130,13433,369,429805,32,52,1500,103.33,1164.78,0,946,4396,0.35,0.02,0,0.34,0.08,31.25,0.08,1.99,0.08,2726.53,0.08,0
883,777913,14,0,0,0,861,56,288,20658,604,758053,36.7,52,1470,71.73,1255.05,0,1031,4306,0.48,0.06,0,0.93,0.05,58.21,0.05,2.55,0.05,3477.66,0.05,0
176,83493,7,0,0,0,168,64,68,11333,114,72467,6.39,52,118,166.66,635.68,0,2948,2960,0.6,0,0,0.34,0.13,50.93,0.13,0.97,0.13,904.56,0.13,0
5011,5380181,13,0,0,0,5159,20,1349,120540,3667,5259893,43.64,52,1500,89.36,1434.39,0,1502,5844,0.37,0.04,0,0.78,0.05,53.37,0.05,2.96,0.05,4370.71,0.05,0
5197,6251045,11,0,0,0,5183,34,1017,75650,4183,6174103,81.61,52,1500,74.39,1476,0,1503,11636,0.24,0.05,0.04,0.96,0.07,62.53,0.07,5.54,0.07,8296.01,0.07,0
366,282116,11,0,0,0,348,52,116,13271,257,269411,20.3,52,1470,114.41,1048.29,0,1057,3597,0.45,0.96,1.01,0.51,0.06,54.53,0.06,1.91,0.06,2392,0.06,0
180,32576,11,0,0,0,164,68,91,10172,94,22255,2.19,64,89,111.78,236.76,0.01,527,2100,0.97,0.04,0,0.51,0.06,56.67,0.06,0.55,0.06,204.45,0.06,0
767,744559,10,0,0,0,753,82,207,16598,563,728021,43.86,52,1470,80.18,1293.11,0,990,1654,0.37,0.01,0,0.34,0.07,29.69,0.07,1.86,0.07,2568.06,0.07,0
10,1151,0,0,0,0,10,82,3,232,6,771,3.32,90,119.5,77.33,128.5,0.01,90,376,0.5,0.01,0,0.5,0.07,22.75,0.07,1.25,0.07,167,0.07,0
5566,6737413,11,0,0,0,5559,17,1084,109022,4487,6628375,60.8,52,1500,100.57,1477.24,0,1502,7292,0.24,0.55,0.54,0.44,0.06,46.2,0.06,3.42,0.06,5173.15,0.06,0
3711,4503650,12,0,0,0,3693,35,740,61676,2976,4441744,72.02,52,1500,83.35,1492.52,0,1749,8740,0.25,0.04,0,0.53,0.06,41.07,0.06,3.69,0.06,5623.07,0.06,0
111,10527,8,0,0,0,101,45,52,4577,64,5716,1.25,52,52,88.02,89.31,0.01,527,442,0.81,0.06,0,0.25,0.1,17.42,0.1,0.45,0.1,45.82,0.1,0
761,712354,12,0,0,0,743,63,215,20315,551,692024,34.06,52,1470,94.49,1255.94,0,1189,3670,0.39,0.04,0,0.82,0.06,66.67,0.06,2.98,0.06,4115.15,0.06,0
140,25010,10,0,0,0,126,77,72,12440,73,12356,0.99,60,60,172.78,169.26,0.01,1500,4190,0.99,0.05,0,0.36,0.07,93.06,0.07,0.4,0.07,106.83,0.07,0
6780,7710856,12,0,0,0,6762,95,1591,139147,5194,7571495,54.41,52,1500,87.46,1457.74,0,1503,7292,0.31,0.06,0,0.54,0.06,38.06,0.06,2.91,0.06,4337.23,0.06,0
3628,3926927,10,0,0,0,10376,14,1019,83055,2614,3844234,46.29,52,1500,81.51,1470.63,0,1587,10188,0.39,0.02,0,1.63,0.08,118.63,0.08,5,0.08,7477.59,0.08,0
874,893257,15,0,0,0,11228,22,273,24440,608,869280,35.57,52,1470,89.52,1429.74,0,1500,7142,0.45,0.02,0,1.19,0.05,107.69,0.05,3.35,0.05,5226.95,0.05,0
147,22322,8,0,0,0,11353,22,75,15500,90,11140,0.72,90,83.5,206.67,123.78,0.01,1500,386,0.83,0.02,0,0.3,0.05,71.87,0.05,0.49,0.05,50,0.05,0
682,463227,9,0,0,0,12023,12,340,28087,345,435298,15.5,80,1470,82.61,1261.73,0,528,5724,0.99,0.02,0,1.73,0.09,131.46,0.09,1.75,0.09,2463.55,0.09,0
6666,6507834,11,0,0,0,18673,16,2301,178058,4370,6330038,35.55,52,1500,77.38,1448.52,0,1503,8740,0.53,0.03,0,0.95,0.07,61.52,0.07,2.29,0.07,3420.05,0.07,0
4639,5052824,19,0,0,0,23278,34,1335,112753,3309,4940333,43.82,64,1500,84.46,1493,0,1773,11636,0.4,0.01,0,1.03,0.03,82.34,0.03,3.34,0.03,5092.03,0.03,0
295,77022,21,0,0,0,23543,30,159,29509,139,47671,1.62,72,90,185.59,342.96,0,1500,5711,1.14,0.02,0,0.56,0.03,117.32,0.03,0.45,0.03,283.18,0.03,0
700,725741,10,0,0,0,686,44,170,12840,534,713109,55.54,52,1470,75.53,1335.41,0,525,7142,0.32,0.05,0.05,0.78,0.07,46.76,0.07,3.63,0.07,5176.34,0.07,0
224,111393,9,0,0,0,212,56,96,13126,133,98527,7.51,52,157,136.73,740.8,0,1565,7268,0.72,0.04,0.12,0.29,0.08,28.39,0.08,0.65,0.08,643.31,0.08,0
6816,7407196,11,0,0,0,6800,72,1827,153536,4994,7253883,47.25,52,1500,84.04,1452.52,0,1502,11720,0.37,0,0,0.58,0.06,48.66,0.06,2.48,0.06,3705.18,0.06,0
4117,3583471,9,0,0,0,4105,84,1652,94751,2468,3487428,36.81,52,1500,57.36,1413.06,0,1502,2948,0.67,0,0.02,0.97,0.08,52.68,0.08,1.71,0.08,2533.15,0.08,0
6745,6577473,12,0,0,0,6727,102,2345,174512,4409,6403889,36.7,52,1500,74.42,1452.46,0,1500,7142,0.53,0.02,0.02,1.16,0.06,79.99,0.06,2.66,0.06,3953.01,0.06,0
177,38182,11,0,0,0,161,118,88,9187,99,29270,3.19,52,82,104.4,295.66,0,598,2162,0.89,0.26,0.11,0.29,0.06,27.74,0.06,0.43,0.06,197.46,0.06,0
745,481251,9,0,0,0,733,130,353,31690,403,450132,14.2,72,1470,89.77,1116.95,0,1294,8800,0.88,1.56,0,0.94,0.08,71.86,0.08,1.19,0.08,1623.56,0.08,0
734,433826,13,0,0,0,700,34,342,50614,406,384273,7.59,40,1280.5,147.99,946.49,0,2930,7689,0.84,0.04,0,0.76,0.03,154.71,0.03,1.1,0.03,1357.69,0.03,0
1711,1368504,21,0,0,0,1663,82,699,126517,1040,1244352,9.84,52,1470,181,1196.49,0,2131,8800,0.67,0.03,0.07,0.56,0.02,111.6,0.02,1.28,0.02,1783.33,0.02,0
2008,1314892,23,0,0,0,3616,55,935,227830,1091,1088055,4.78,40,1450,243.67,997.3,0,1995,9598,0.86,1.07,1.03,0.46,0.02,110.69,0.02,0.73,0.02,987.68,0.02,0
1837,756524,29,0,0,0,1765,127,907,138444,950,619970,4.48,52,94,152.64,652.6,0,2190,9598,0.95,0.1,0.1,0.31,0.01,76.08,0.01,0.47,0.01,490.95,0.01,0
2028,977028,44,0,0,0,3676,117,1077,158669,997,821796,5.18,52,353,147.32,824.27,0,2184,5880,1.08,0.01,0.02,0.3,0.01,49.05,0.01,0.39,0.01,530.33,0.01,0
1219,845690,26,0,0,0,1161,175,543,48497,701,800440,16.5,52,1470,89.31,1141.85,0,1450,3724,0.77,0.17,0.17,0.56,0.02,58.46,0.02,1.01,0.02,1449.67,0.02,0
515,116081,18,0,0,0,473,217,302,36097,226,80871,2.24,52,89,119.53,357.84,0,1450,4148,1.34,0,0,0.27,0.02,59.59,0.02,0.18,0.02,152.33,0.02,0
1394,895115,53,0,0,0,1255,356,562,128178,852,771841,6.02,52,1470,228.07,905.92,0,2973,5587,0.66,0.03,0.78,0.44,0.01,110.72,0.01,1.11,0.01,1301.95,0.01,0
890,399985,25,0,0,0,832,414,443,110962,460,290263,2.62,52,93,250.48,631.01,0,3085,5880,0.96,0.02,0.02,0.25,0.02,79.34,0.02,0.36,0.02,356.48,0.02,0
2774,1551014,42,0,0,0,2639,549,1292,157428,1499,1394983,8.86,40,1422,121.85,930.61,0,3021,14640,0.86,0.02,2.37,0.37,0.01,58.84,0.01,0.67,0.01,853.61,0.01,0
864,358270,59,0,0,0,759,654,512,154478,368,204816,1.33,52,123,301.71,556.57,0,2920,7292,1.39,0.01,0,0.3,0.01,209.18,0.01,0.25,0.01,257.03,0.01,0
584,338714,23,0,0,0,513,725,265,87965,330,251532,2.86,52,338.5,331.94,762.22,0,3021,5587,0.8,0.01,0.01,0.48,0.01,242.35,0.01,0.93,0.01,987.13,0.01,0
464,131340,22,0,0,0,414,775,259,53099,220,79621,1.5,52,89,205.02,361.91,0,3021,4026,1.18,0.03,0.22,0.43,0.02,163.9,0.02,0.39,0.02,243.8,0.02,0
597,460112,24,0,0,0,531,841,232,37872,379,423453,11.18,52,1470,163.24,1117.29,0,3021,5587,0.61,3.69,0,0.62,0.02,90.65,0.02,1.65,0.02,2302.41,0.02,0
488,137847,26,0,0,0,411,918,266,55897,239,83254,1.49,52,100,210.14,348.34,0,2989,3724,1.11,3.06,1.42,0.28,0.01,91.27,0.01,0.34,0.01,163.89,0.01,0
813,648494,19,0,0,0,1161,63,301,28005,529,621535,22.19,52,1470,93.04,1174.92,0,1480,4148,0.57,1.59,0.02,0.44,0.02,46.84,0.02,1.41,0.02,1912.64,0.02,0
126,23334,10,0,0,0,100,89,72,7051,63,15267,2.17,52,69,97.93,242.33,0.01,985,2700,1.14,0.01,0.04,0.28,0.04,57.16,0.04,0.21,0.04,118.38,0.04,0
